,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2,2012-08-18,,Premier League,Matchweek 1,Sat,Away,L,0,3,West Brom,,"26,039",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/14bddc92/West-Bromwich-Albion-Liverpool-August-18-2012-Premier-League,
4,2012-08-26,,Premier League,Matchweek 2,Sun,Home,D,2,2,Manchester City,,"44,942",,4-3-3,Andre Marriner,https://fbref.com/en/matches/72d5d178/Liverpool-Manchester-City-August-26-2012-Premier-League,
6,2012-09-02,,Premier League,Matchweek 3,Sun,Home,L,0,2,Arsenal,,"44,932",,4-3-3,Howard Webb,https://fbref.com/en/matches/0b68b804/Liverpool-Arsenal-September-2-2012-Premier-League,
7,2012-09-15,,Premier League,Matchweek 4,Sat,Away,D,1,1,Sunderland,,"41,997",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/5fbcbf51/Sunderland-Liverpool-September-15-2012-Premier-League,
9,2012-09-23,,Premier League,Matchweek 5,Sun,Home,L,1,2,Manchester Utd,,"44,263",,4-2-3-1,Mark Halsey,https://fbref.com/en/matches/5cd66df5/North-West-Derby-Liverpool-Manchester-United-September-23-2012-Premier-League,
10,2012-09-29,,Premier League,Matchweek 6,Sat,Away,W,5,2,Norwich City,,"26,831",,4-3-3,Mike Jones,https://fbref.com/en/matches/7ff9112b/Norwich-City-Liverpool-September-29-2012-Premier-League,
12,2012-10-07,,Premier League,Matchweek 7,Sun,Home,D,0,0,Stoke City,,"44,531",,4-3-3,Lee Mason,https://fbref.com/en/matches/2f67cdf8/Liverpool-Stoke-City-October-7-2012-Premier-League,
13,2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,1,0,Reading,,"44,874",,4-3-3,Roger East,https://fbref.com/en/matches/3bd5dc1a/Liverpool-Reading-October-20-2012-Premier-League,
15,2012-10-28,,Premier League,Matchweek 9,Sun,Away,D,2,2,Everton,,"39,613",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/e5d21562/Merseyside-Derby-Everton-Liverpool-October-28-2012-Premier-League,
16,2012-11-04,,Premier League,Matchweek 10,Sun,Home,D,1,1,Newcastle Utd,,"44,803",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/4522c2a0/Liverpool-Newcastle-United-November-4-2012-Premier-League,
18,2012-11-11,,Premier League,Matchweek 11,Sun,Away,D,1,1,Chelsea,,"41,627",,3-4-1-2,Howard Webb,https://fbref.com/en/matches/8952fda2/Chelsea-Liverpool-November-11-2012-Premier-League,
19,2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,3,0,Wigan Athletic,,"44,913",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/156e0fc0/Liverpool-Wigan-Athletic-November-17-2012-Premier-League,
21,2012-11-25,,Premier League,Matchweek 13,Sun,Away,D,0,0,Swansea City,,"20,621",,4-3-3,Jon Moss,https://fbref.com/en/matches/9234b55a/Swansea-City-Liverpool-November-25-2012-Premier-League,
22,2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,1,2,Tottenham,,"36,162",,4-3-3,Phil Dowd,https://fbref.com/en/matches/c735db27/Tottenham-Hotspur-Liverpool-November-28-2012-Premier-League,
23,2012-12-01,,Premier League,Matchweek 15,Sat,Home,W,1,0,Southampton,,"44,525",,4-3-3,Michael Oliver,https://fbref.com/en/matches/407e06ae/Liverpool-Southampton-December-1-2012-Premier-League,
25,2012-12-09,,Premier League,Matchweek 16,Sun,Away,W,3,2,West Ham,,"35,005",,4-3-3,Lee Probert,https://fbref.com/en/matches/f898dc80/West-Ham-United-Liverpool-December-9-2012-Premier-League,
26,2012-12-15,,Premier League,Matchweek 17,Sat,Home,L,1,3,Aston Villa,,"44,607",,4-3-3,Neil Swarbrick,https://fbref.com/en/matches/ddb564a1/Liverpool-Aston-Villa-December-15-2012-Premier-League,
27,2012-12-22,,Premier League,Matchweek 18,Sat,Home,W,4,0,Fulham,,"44,570",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/4668176c/Liverpool-Fulham-December-22-2012-Premier-League,
28,2012-12-26,,Premier League,Matchweek 19,Wed,Away,L,1,3,Stoke City,,"27,490",,4-3-3,Howard Webb,https://fbref.com/en/matches/6ff74b3a/Stoke-City-Liverpool-December-26-2012-Premier-League,
29,2012-12-30,,Premier League,Matchweek 20,Sun,Away,W,3,0,QPR,,"18,304",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/7834ab5f/Queens-Park-Rangers-Liverpool-December-30-2012-Premier-League,
30,2013-01-02,,Premier League,Matchweek 21,Wed,Home,W,3,0,Sunderland,,"44,228",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/48a0d6e2/Liverpool-Sunderland-January-2-2013-Premier-League,
31,2013-01-13,,Premier League,Matchweek 22,Sun,Away,L,1,2,Manchester Utd,,"75,501",,4-3-3,Howard Webb,https://fbref.com/en/matches/ed98e988/North-West-Derby-Manchester-United-Liverpool-January-13-2013-Premier-League,
32,2013-01-19,,Premier League,Matchweek 23,Sat,Home,W,5,0,Norwich City,,"44,901",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/d601fc8a/Liverpool-Norwich-City-January-19-2013-Premier-League,
33,2013-01-30,,Premier League,Matchweek 24,Wed,Away,D,2,2,Arsenal,,"60,089",,4-3-3,Kevin Friend,https://fbref.com/en/matches/48f18f7e/Arsenal-Liverpool-January-30-2013-Premier-League,
34,2013-02-03,,Premier League,Matchweek 25,Sun,Away,D,2,2,Manchester City,,"47,301",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/ec2b63d6/Manchester-City-Liverpool-February-3-2013-Premier-League,
35,2013-02-11,,Premier League,Matchweek 26,Mon,Home,L,0,2,West Brom,,"44,752",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/2f2b53e7/Liverpool-West-Bromwich-Albion-February-11-2013-Premier-League,
37,2013-02-17,,Premier League,Matchweek 27,Sun,Home,W,5,0,Swansea City,,"44,832",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/216d23df/Liverpool-Swansea-City-February-17-2013-Premier-League,
39,2013-03-02,,Premier League,Matchweek 28,Sat,Away,W,4,0,Wigan Athletic,,"20,804",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/614feff6/Wigan-Athletic-Liverpool-March-2-2013-Premier-League,
40,2013-03-10,,Premier League,Matchweek 29,Sun,Home,W,3,2,Tottenham,,"44,752",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/75f7cde9/Liverpool-Tottenham-Hotspur-March-10-2013-Premier-League,
41,2013-03-16,,Premier League,Matchweek 30,Sat,Away,L,1,3,Southampton,,"32,070",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/1d150dfc/Southampton-Liverpool-March-16-2013-Premier-League,
42,2013-03-31,,Premier League,Matchweek 31,Sun,Away,W,2,1,Aston Villa,,"42,037",,4-3-3,Lee Mason,https://fbref.com/en/matches/c96bc6b9/Aston-Villa-Liverpool-March-31-2013-Premier-League,
43,2013-04-07,,Premier League,Matchweek 32,Sun,Home,D,0,0,West Ham,,"45,007",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/5e1cef29/Liverpool-West-Ham-United-April-7-2013-Premier-League,
44,2013-04-13,,Premier League,Matchweek 33,Sat,Away,D,0,0,Reading,,"24,139",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/6e307a21/Reading-Liverpool-April-13-2013-Premier-League,
45,2013-04-21,,Premier League,Matchweek 34,Sun,Home,D,2,2,Chelsea,,"45,009",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/dd70bee6/Liverpool-Chelsea-April-21-2013-Premier-League,
46,2013-04-27,,Premier League,Matchweek 35,Sat,Away,W,6,0,Newcastle Utd,,"52,351",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/5b4b4729/Newcastle-United-Liverpool-April-27-2013-Premier-League,
47,2013-05-05,,Premier League,Matchweek 36,Sun,Home,D,0,0,Everton,,"44,991",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/e76c5c9c/Merseyside-Derby-Liverpool-Everton-May-5-2013-Premier-League,
48,2013-05-12,,Premier League,Matchweek 37,Sun,Away,W,3,1,Fulham,,"25,640",,3-5-1-1,Mark Halsey,https://fbref.com/en/matches/b9b9d5de/Fulham-Liverpool-May-12-2013-Premier-League,
49,2013-05-19,,Premier League,Matchweek 38,Sun,Home,W,1,0,QPR,,"44,792",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/a72eca48/Liverpool-Queens-Park-Rangers-May-19-2013-Premier-League,
