,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Callum Wilson,13.0,eng ENG,FW,28-334,90,10,14,71.4,102,2,8,9,88.9,1,3,33.3,0,0,,1,0.4,0.0,1,1,0,0,0
1,Ryan Fraser,21.0,sct SCO,"FW,LM,RM",26-337,76,16,22,72.7,263,67,8,10,80.0,6,6,100.0,2,6,33.3,0,0.1,0.0,2,0,0,0,3
2,Dwight Gayle,12.0,eng ENG,FW,30-101,14,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
3,Miguel Almirón,24.0,py PAR,"LM,FW,RM",26-351,90,17,22,77.3,235,3,10,10,100.0,4,6,66.7,1,1,100.0,0,0.1,0.0,3,0,0,0,1
4,Jeff Hendrick,16.0,ie IRL,CM,28-361,90,33,42,78.6,525,114,17,22,77.3,16,17,94.1,0,1,0.0,0,0.0,0.0,1,3,0,0,3
5,Jonjo Shelvey,8.0,eng ENG,CM,28-334,90,34,54,63.0,676,266,14,17,82.4,11,18,61.1,8,16,50.0,0,0.3,0.2,4,8,0,0,5
6,Jacob Murphy,23.0,eng ENG,RM,25-337,63,7,15,46.7,87,38,2,5,40.0,2,6,33.3,1,1,100.0,0,0.1,0.0,1,0,1,1,1
7,Allan Saint-Maximin,10.0,fr FRA,LM,23-320,27,9,9,100.0,135,49,6,6,100.0,2,2,100.0,1,1,100.0,0,0.1,0.0,1,0,1,0,1
8,Jamal Lewis,15.0,nir NIR,LB,23-001,90,25,36,69.4,292,57,16,22,72.7,7,10,70.0,0,2,0.0,0,0.0,0.0,1,0,0,0,1
9,Fabian Schär,5.0,ch SUI,CB,29-037,90,32,46,69.6,604,313,12,14,85.7,14,20,70.0,5,8,62.5,0,0.0,0.1,0,5,4,0,6
10,Jamaal Lascelles,6.0,eng ENG,CB,27-076,90,24,40,60.0,310,188,14,17,82.4,7,10,70.0,1,9,11.1,0,0.1,0.1,2,4,1,0,2
11,Isaac Hayden,14.0,eng ENG,RB,25-310,90,20,37,54.1,253,153,12,16,75.0,6,13,46.2,0,2,0.0,0,0.0,0.0,1,2,0,0,3
12,Karl Darlow,26.0,eng ENG,GK,30-110,90,17,25,68.0,450,349,2,2,100.0,12,12,100.0,3,10,30.0,0,0.0,0.0,0,0,0,0,0
13,13 Players,,,,,990,244,362,67.4,3932,1599,121,150,80.7,88,123,71.5,22,57,38.6,1,1.1,0.5,17,23,7,1,26
