,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Michy Batshuayi,23.0,be BEL,FW,27-134,61,22,0,1,14,7,1,22,3,3,100.0,0,0.0,11,67,39,1,0,0,5,3,16,2
1,Andros Townsend,10.0,eng ENG,FW,29-212,29,19,0,2,1,16,4,19,1,1,100.0,0,0.0,11,81,60,4,2,1,0,2,12,7
2,Christian Benteke,20.0,be BEL,FW,30-072,75,41,1,1,18,23,8,41,2,1,50.0,1,50.0,23,124,63,3,2,1,3,1,35,6
3,Jean-Philippe Mateta,14.0,fr FRA,FW,23-230,15,7,0,0,1,6,4,7,1,1,100.0,0,0.0,4,18,10,1,0,1,0,1,7,4
4,Eberechi Eze,25.0,eng ENG,LM,22-229,90,52,0,8,19,25,1,52,3,0,0.0,3,100.0,28,190,105,4,2,1,2,0,35,8
5,Jaïro Riedewald,44.0,nl NED,CM,24-157,90,49,2,11,23,16,2,49,2,2,100.0,0,0.0,31,224,112,3,1,0,1,0,29,0
6,Luka Milivojević,4.0,rs SRB,CM,29-312,90,59,3,17,30,13,2,59,0,0,,0,,26,198,86,1,0,0,0,1,37,1
7,Jordan Ayew,9.0,gh GHA,RM,29-155,90,59,1,6,19,34,5,59,5,2,40.0,3,60.0,29,275,120,5,2,1,1,1,43,5
8,Patrick van Aanholt,3.0,nl NED,LB,30-168,90,80,4,29,24,27,2,80,2,1,50.0,1,50.0,41,195,65,2,1,0,2,0,50,2
9,Scott Dann,6.0,eng ENG,CB,33-365,90,65,9,40,23,2,0,65,0,0,,0,,30,126,67,0,0,0,2,0,29,0
10,Cheikhou Kouyaté,8.0,sn SEN,CB,31-054,90,45,5,22,22,2,0,45,1,1,100.0,0,0.0,17,78,44,1,0,0,1,0,19,0
11,Nathaniel Clyne,17.0,eng ENG,RB,29-314,90,62,2,12,25,25,0,62,0,0,,0,,25,141,91,3,0,0,2,0,30,2
12,Vicente Guaita,31.0,es ESP,GK,34-034,90,26,23,26,0,0,0,26,0,0,,0,,14,77,50,0,0,0,0,0,10,0
13,13 Players,,,,,990,586,50,175,219,196,29,586,20,12,60.0,8,40.0,290,1794,912,28,10,5,19,9,352,37
