,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Patrick Bamford,9.0,eng ENG,FW,27-044,90,7,5,2,0,0,0,1,0,0,0,0,0,4,0,1
1,Jack Harrison,22.0,eng ENG,LM,23-334,81,47,46,0,0,0,0,10,0,0,0,0,0,30,1,0
2,Raphinha,18.0,br BRA,LM,23-310,9,10,8,2,0,0,0,4,1,1,1,0,0,6,0,1
3,Rodrigo,20.0,es ESP,CM,29-227,90,36,36,0,0,2,0,1,0,0,0,0,0,27,0,1
4,Mateusz Klich,43.0,pl POL,"CM,DM",30-128,90,66,64,2,1,0,0,2,1,0,0,0,0,51,0,0
5,Hélder Costa,17.0,ao ANG,RM,26-281,70,19,19,0,0,0,0,1,0,0,0,0,0,13,0,0
6,Ian Carlo Poveda,7.0,eng ENG,RM,20-253,20,7,7,0,0,0,0,2,0,0,0,0,0,4,0,0
7,Kalvin Phillips,23.0,eng ENG,"DM,CB",24-322,90,85,72,13,7,0,1,6,0,6,2,2,0,68,0,0
8,Stuart Dallas,15.0,nir NIR,LB,29-183,90,73,64,9,1,0,1,2,8,0,0,0,0,64,0,0
9,Pascal Struijk,21.0,nl NED,CB,21-069,74,49,48,1,0,0,0,0,1,0,0,0,0,44,0,0
10,Pablo Hernández,19.0,es ESP,CM,35-191,16,28,27,1,0,0,0,1,0,1,1,0,0,22,0,0
11,Robin Koch,5.0,de GER,CB,24-094,90,71,70,1,1,0,2,0,0,0,0,0,0,66,0,0
12,Luke Ayling,2.0,eng ENG,RB,29-055,90,85,77,8,0,0,4,7,8,0,0,0,0,63,0,0
13,Illan Meslier,1.0,fr FRA,GK,20-231,90,32,21,11,4,0,0,0,0,0,0,0,0,29,0,0
14,14 Players,,,,,990,615,564,50,14,2,8,37,19,8,4,2,0,491,1,3
