,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,João Pedro,10.0,br BRA,FW,20-231,90,2,0,0,0,2,0,2,0.0,2,0,0,0,1,3,0,0
1,Ken Sema,12.0,se SWE,"LW,CM",28-227,80,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,1,0
2,Oghenekaro Etebo,4.0,ng NGA,CM,26-187,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Samuel Kalu,28.0,ng NGA,"FW,RW",24-262,90,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,1,0
4,Dan Gosling,16.0,eng ENG,LM,32-103,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
5,Hassane Kamara,14.0,ci CIV,WB,28-071,45,1,1,0,1,0,1,1,100.0,0,0,0,0,3,4,0,0
6,Edo Kayembe,39.0,cd COD,CM,23-346,90,4,1,0,4,0,1,1,100.0,0,0,0,0,1,5,0,0
7,Moussa Sissoko,19.0,fr FRA,"CM,RM",32-272,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0
8,Adam Masina,11.0,ma MAR,"CB,LB",28-133,90,3,0,2,1,0,2,4,50.0,2,1,0,1,2,5,1,0
9,Craig Cathcart,15.0,nir NIR,CB,33-098,90,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,3,1
10,Christian Kabasele,27.0,be BEL,CB,31-080,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
11,Jeremy Ngakia,2.0,eng ENG,"WB,RB",21-250,90,4,4,2,1,1,0,1,0.0,1,0,0,0,2,6,1,0
12,Ben Foster,1.0,eng ENG,GK,39-042,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
13,13 Players,,,,,990,19,10,7,9,3,8,13,61.5,5,5,0,5,16,35,10,2
