,num,joueur
0,,Sergei Kornilenko
1,,David Vaughan
2,,Charlie Adam
3,,Keith Southern
4,,Ian Evatt
5,,Gary Taylor-Fletcher
6,,Stephen Crainey
7,,Neal Eardley
8,,Alex Baptiste
9,,
10,,Richard Kingson
