,num,joueur
0,1,Joel Robles
1,3,Leighton Baines
2,5,Ashley Williams
3,8,Ross Barkley
4,10,Romelu Lukaku
5,12,Aaron Lennon
6,17,Idrissa Gana Gueye
7,23,Séamus Coleman
8,25,Ramiro Funes Mori
9,26,Tom Davies
10,29,Dominic Calvert-Lewin
