,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Che Adams,10.0,sct SCO,FW,24-159,81,0,0,0,2,2,0,0,0,1,0,0,0,1,2,5,28.6
1,Dan Nlundulu,40.0,eng ENG,FW,21-318,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Danny Ings,9.0,eng ENG,FW,28-149,40,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
3,Nathan Tella,23.0,ng NGA,FW,21-167,50,0,0,0,1,0,1,3,0,0,0,0,0,0,0,3,0.0
4,Moussa Djenepo,12.0,ml MLI,LM,22-187,58,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0.0
5,Nathan Redmond,11.0,eng ENG,LM,26-288,32,0,0,0,0,1,0,1,0,2,0,0,0,3,1,0,100.0
6,Oriol Romeu,6.0,es ESP,CM,29-086,90,1,0,0,2,1,0,2,2,1,0,0,0,5,1,0,100.0
7,James Ward-Prowse,8.0,eng ENG,CM,26-048,90,1,0,0,1,0,0,11,0,3,0,0,0,8,0,2,0.0
8,Theo Walcott,32.0,eng ENG,RM,31-278,90,0,0,0,0,2,1,4,1,1,0,0,0,5,1,0,100.0
9,Ryan Bertrand,3.0,eng ENG,LB,31-136,90,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0
10,Jannik Vestergaard,4.0,dk DEN,CB,28-138,90,0,0,0,0,1,0,0,2,2,0,0,0,8,2,0,100.0
11,Jan Bednarek,35.0,pl POL,CB,24-251,90,0,0,0,0,0,0,0,2,0,0,0,0,9,2,1,66.7
12,Kyle Walker-Peters,2.0,eng ENG,RB,23-250,90,0,0,0,1,1,0,2,3,0,0,0,0,8,0,0,
13,Alex McCarthy,1.0,eng ENG,GK,31-016,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,2,0,0,9,10,3,24,10,13,0,0,0,52,9,14,39.1
