,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Wout Weghorst,9.0,nl NED,FW,29-257,77,29,28,0,0,0,0,0,0,0,0,0,0,20,1,0
1,Matěj Vydra,27.0,cz CZE,FW,29-355,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Jay Rodriguez,19.0,eng ENG,FW,32-266,90,22,21,0,0,0,1,0,0,0,0,0,0,10,1,0
3,Maxwel Cornet,20.0,ci CIV,LM,25-206,65,23,19,4,0,0,0,8,0,4,3,0,0,11,0,4
4,Aaron Lennon,17.0,eng ENG,LM,35-005,25,8,8,0,0,0,0,0,0,0,0,0,0,3,0,2
5,Jack Cork,4.0,eng ENG,CM,32-300,90,29,29,0,0,0,0,0,0,0,0,0,0,22,0,2
6,Josh Brownhill,8.0,eng ENG,CM,26-123,90,42,34,8,2,0,1,6,0,5,5,0,0,32,0,0
7,Dwight McNeil,11.0,eng ENG,RM,22-150,86,31,30,1,0,0,0,5,0,1,1,0,0,22,0,1
8,Matthew Lowton,2.0,eng ENG,RM,32-316,4,7,5,2,0,0,0,0,2,0,0,0,0,2,0,1
9,Charlie Taylor,3.0,eng ENG,LB,28-215,90,61,48,13,0,0,4,2,13,0,0,0,0,45,0,5
10,James Tarkowski,5.0,eng ENG,CB,29-153,90,37,35,2,2,0,3,0,0,0,0,0,0,29,0,0
11,Nathan Collins,22.0,ie IRL,CB,20-356,90,35,34,1,1,0,0,0,0,0,0,0,0,23,0,0
12,Connor Roberts,14.0,wls WAL,RB,26-210,90,51,41,9,1,0,0,0,8,0,0,0,0,38,1,0
13,Nick Pope,1.0,eng ENG,GK,30-002,90,34,25,9,3,0,0,0,0,0,0,0,0,21,0,0
14,14 Players,,,,,990,409,357,49,9,0,9,21,23,10,9,0,0,278,3,15
