,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Callum Robinson,7.0,ie IRL,FW,25-352,90,29,1,1,12,16,1,29,1,1,100.0,0,0.0,17,113,38,2,1,0,1,0,24,8
1,Matheus Pereira,12.0,pt POR,"FW,AM",24-259,90,44,0,3,26,15,3,44,3,2,66.7,1,33.3,26,183,108,6,0,1,2,0,29,4
2,Kamil Grosicki,13.0,pl POL,LM,32-225,69,32,1,5,9,18,1,32,1,0,0.0,1,100.0,19,160,105,6,0,1,0,0,19,7
3,Darnell Furlong,2.0,eng ENG,"WB,LM",25-080,21,17,1,5,5,7,2,17,0,0,,0,,5,8,3,0,0,0,0,0,6,1
4,Romaine Sawyers,19.0,kn SKN,CM,29-078,90,54,3,14,37,5,0,54,0,0,,0,,38,157,74,0,0,0,1,0,35,1
5,Jake Livermore,8.0,eng ENG,CM,31-066,79,33,4,10,18,5,0,33,0,0,,0,,15,36,11,0,0,0,0,0,13,0
6,Hal Robson-Kanu,4.0,wls WAL,FW,31-243,11,4,0,0,0,4,0,4,1,0,0.0,1,100.0,6,24,10,0,1,0,1,0,6,2
7,Conor Gallagher,18.0,eng ENG,"RM,CM",20-348,90,52,2,11,30,13,4,52,1,0,0.0,1,100.0,33,154,46,1,1,1,1,0,32,3
8,Kieran Gibbs,3.0,eng ENG,"LB,WB",31-115,90,59,3,15,34,11,1,59,0,0,,0,,33,220,133,3,2,0,0,0,37,5
9,Kyle Bartley,5.0,eng ENG,CB,29-242,90,41,6,24,16,1,1,41,0,0,,0,,20,103,66,0,0,0,0,0,23,0
10,Semi Ajayi,6.0,ng NGA,CB,27-071,90,40,3,17,20,3,2,40,0,0,,0,,18,77,37,1,0,0,0,0,20,0
11,Dara O'Shea,27.0,ie IRL,"RB,CB",21-321,90,76,6,32,33,11,2,76,0,0,,0,,26,88,20,0,2,0,2,1,27,1
12,Sam Johnstone,1.0,eng ENG,GK,27-300,90,34,25,33,1,0,0,34,0,0,,0,,20,172,97,0,0,0,0,0,14,0
13,13 Players,,,,,990,515,55,170,241,109,17,515,7,3,42.9,4,57.1,276,1495,748,19,7,3,8,1,285,32
