,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jesse Lingard,11.0,eng ENG,FW,29-256,68,30,28,2,2,0,0,1,0,0,0,0,0,28,0,0
1,Emmanuel Dennis,25.0,ng NGA,"LW,FW",24-286,22,11,11,0,0,0,0,1,0,0,0,0,0,8,0,1
2,Morgan Gibbs-White,10.0,eng ENG,AM,22-213,90,61,52,9,2,0,1,9,1,6,3,2,1,41,0,0
3,Brennan Johnson,20.0,wls WAL,"AM,RW",21-097,89,20,20,0,0,0,0,2,0,0,0,0,0,13,0,1
4,Sam Surridge,16.0,eng ENG,RW,24-031,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,Lewis O'Brien,14.0,eng ENG,CM,23-318,74,50,48,2,2,0,0,0,0,0,0,0,0,45,0,0
6,Remo Freuler,23.0,ch SUI,DM,30-135,16,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
7,Ryan Yates,22.0,eng ENG,CM,24-280,74,46,42,4,2,0,0,0,0,0,0,0,0,42,0,0
8,Cheikhou Kouyaté,21.0,sn SEN,DM,32-250,16,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
9,Harry Toffolo,15.0,eng ENG,"WB,LB",27-009,90,57,49,8,0,0,0,4,8,0,0,0,0,45,0,1
10,Neco Williams,7.0,wls WAL,"WB,RB",21-137,90,71,64,6,1,0,2,6,5,0,0,0,0,53,1,0
11,Scott McKenna,26.0,sct SCO,CB,25-289,90,65,60,5,2,0,0,1,3,0,0,0,0,58,0,0
12,Steve Cook,3.0,eng ENG,CB,31-131,74,43,43,0,0,0,0,0,0,0,0,0,0,36,0,0
13,Taiwo Awoniyi,9.0,ng NGA,FW,25-016,16,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0
14,Joe Worrall,4.0,eng ENG,CB,25-230,90,85,84,1,1,0,1,0,0,0,0,0,0,79,0,0
15,Dean Henderson,1.0,eng ENG,GK,25-169,90,39,27,12,3,0,0,0,0,0,0,0,0,25,0,0
16,16 Players,,,,,990,612,561,50,15,0,4,24,17,6,3,2,1,504,1,3
