,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Stefano Okaka,33.0,it ITA,FW,28-143,76,0,0,0,1,1,0,0,0,1,0,0,0,3,4,3,57.1
1,Andre Gray,18.0,jm JAM,FW,26-187,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,Richarlison,11.0,br BRA,LW,20-234,90,0,0,0,1,3,0,2,1,1,0,0,0,5,2,2,50.0
3,André Carrillo,28.0,pe PER,RW,26-199,82,1,0,0,2,4,0,4,2,1,0,0,0,3,1,2,33.3
4,Roberto Pereyra,37.0,ar ARG,RW,26-357,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
5,Tom Cleverley,8.0,eng ENG,AM,28-140,90,0,0,0,1,2,1,4,0,1,0,0,0,8,2,0,100.0
6,Ben Watson,23.0,eng ENG,DM,32-174,90,0,0,0,4,1,0,0,0,1,0,0,0,13,1,2,33.3
7,Abdoulaye Doucouré,16.0,ml MLI,DM,24-363,90,1,0,0,0,2,1,1,1,4,0,0,0,12,0,2,0.0
8,Marvin Zeegelaar,22.0,nl NED,LB,27-140,90,1,0,0,2,0,0,1,1,1,0,0,0,9,1,1,50.0
9,Christian Kabasele,27.0,be BEL,CB,26-309,90,0,0,0,0,0,0,0,1,2,0,0,0,0,11,2,84.6
10,Molla Wagué,13.0,ml MLI,CB,26-312,63,0,0,0,1,0,0,0,1,0,0,0,0,4,5,0,100.0
11,Sebastian Prödl,5.0,at AUT,CB,30-192,27,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0
12,Daryl Janmaat,2.0,nl NED,RB,28-161,90,0,0,0,1,0,0,3,1,3,0,0,0,1,0,0,
13,Heurelho Gomes,1.0,br BRA,GK,36-318,90,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
14,14 Players,,,,,990,4,0,0,14,13,3,16,8,16,0,0,0,61,28,16,63.6
