,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marc-Antoine Fortuné,,fr FRA,FW,29-162,85,0,0,0,,,,0,0,,,,,,,0,,
1,Simon Cox,,ie IRL,FW,23-227,5,0,0,0,,,,0,0,,,,,,,0,,
2,Jerome Thomas,,eng ENG,"FW,MF",27-263,90,0,0,0,,,,1,0,,,,,,,0,,
3,James Morrison,,sct SCO,"FW,MF",24-200,74,0,0,0,,,,0,0,,,,,,,0,,
4,Ishmael Miller,,eng ENG,FW,23-281,16,0,0,0,,,,0,0,,,,,,,0,,
5,Chris Brunt,,nir NIR,"DF,MF",25-362,90,0,1,0,,,,0,0,,,,,,,0,,
6,Somen Tchoyi,,cm CMR,MF,27-257,90,0,0,0,,,,0,0,,,,,,,0,,
7,Graham Dorrans,,sct SCO,"FW,MF",23-220,90,0,0,0,,,,0,0,,,,,,,0,,
8,Marek Čech,,sk SVK,DF,27-319,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gabriel Tamaș,,ro ROU,DF,27-032,90,0,0,0,,,,0,0,,,,,,,0,,
10,Paul Scharner,,at AUT,"DF,MF",30-275,90,1,0,0,,,,0,0,,,,,,,0,,
11,Gonzalo Jara,,cl CHI,"DF,MF",25-104,86,0,0,0,,,,1,0,,,,,,,0,,
12,Steven Reid,,ie IRL,"DF,MF",29-276,4,0,0,0,,,,0,0,,,,,,,0,,
13,Scott Carson,,eng ENG,GK,25-099,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
