,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Yakubu Aiyegbeni,,ng NGA,FW,27-314,78,0,0,0,,,,0,0,,,,,,,0,,
1,John Heitinga,,nl NED,"DF,MF",26-321,12,0,0,0,,,,0,0,,,,,,,0,,
2,Tim Cahill,,au AUS,"FW,MF",30-300,90,1,0,0,,,,0,0,,,,,,,0,,
3,Leon Osman,,eng ENG,MF,29-138,90,0,0,0,,,,0,0,,,,,,,0,,
4,Mikel Arteta,,es ESP,MF,28-190,90,0,0,0,,,,0,0,,,,,,,0,,
5,Marouane Fellaini,,be BEL,MF,22-314,90,0,0,0,,,,0,0,,,,,,,0,,
6,Séamus Coleman,,ie IRL,"DF,MF",21-356,85,0,0,0,,,,0,0,,,,,,,0,,
7,Diniyar Bilyaletdinov,,ru RUS,MF,25-217,5,0,0,0,,,,0,0,,,,,,,0,,
8,Leighton Baines,,eng ENG,DF,25-295,90,0,1,0,,,,0,0,,,,,,,0,,
9,Sylvain Distin,,fr FRA,DF,32-290,90,0,0,0,,,,0,0,,,,,,,0,,
10,Phil Jagielka,,eng ENG,"DF,MF",28-046,90,0,0,0,,,,0,0,,,,,,,0,,
11,Phil Neville,,eng ENG,"DF,MF",33-254,90,0,0,0,,,,0,0,,,,,,,0,,
12,Tim Howard,,us USA,GK,31-210,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,0,0,,,,,,,0,,
