,num,joueur
0,16,Edouard Mendy
1,2,Antonio Rüdiger
2,3,Marcos Alonso
3,4,Andreas Christensen
4,10,Christian Pulisic
5,12,Ruben Loftus-Cheek
6,14,Trevoh Chalobah
7,17,Saúl Ñíguez
8,19,Mason Mount
9,28,César Azpilicueta
10,29,Kai Havertz
