,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Obafemi Martins,,ng NGA,FW,26-128,90,0,0,0,,,,0,0,,,,,,,0,,
1,Cameron Jerome,,eng ENG,FW,24-203,90,0,0,0,,,,0,0,,,,,,,0,,
2,David Bentley,,eng ENG,MF,26-190,90,0,0,0,,,,0,0,,,,,,,0,,
3,Keith Fahey,,ie IRL,MF,28-049,90,0,0,0,,,,1,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,34-061,90,0,1,0,,,,1,0,,,,,,,0,,
5,Jean Beausejour,,cl CHI,"DF,FW",26-277,66,1,0,0,,,,0,0,,,,,,,0,,
6,Kevin Phillips,,eng ENG,FW,37-223,24,0,0,0,,,,0,0,,,,,,,0,,
7,Liam Ridgewell,,eng ENG,DF,26-227,78,0,0,0,,,,1,0,,,,,,,0,,
8,David Murphy,,eng ENG,DF,27-004,12,0,0,0,,,,0,0,,,,,,,0,,
9,Roger Johnson,,eng ENG,DF,27-311,90,0,0,0,,,,0,0,,,,,,,0,,
10,Curtis Davies,,eng ENG,DF,25-355,90,0,0,0,,,,0,0,,,,,,,0,,
11,Stephen Carr,,ie IRL,DF,34-188,90,0,0,0,,,,0,0,,,,,,,0,,
12,Ben Foster,,eng ENG,GK,27-336,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
