,num,joueur
0,,Nicky Shorey
1,,Adrian Mariappa
2,,Shaun Cummings
3,,Noel Hunt
4,,Alex Pearce
5,,Garath McCleary
6,,Mikele Leigertwood
7,,Jobi McAnuff
8,,Jay Tabb
9,,
10,,Stuart Taylor
