,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Troy Deeney,9.0,eng ENG,FW,30-310,82,32,32,0,0,0,0,0,0,0,0,0,0,20,0,1
1,Andre Gray,18.0,jm JAM,FW,27-313,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
2,Gerard Deulofeu,7.0,es ESP,FW,25-053,82,23,20,3,0,0,0,1,0,0,0,0,0,17,0,1
3,Isaac Success,10.0,ng NGA,FW,23-118,8,5,4,0,0,0,1,0,0,0,0,0,0,4,1,0
4,Roberto Pereyra,37.0,ar ARG,AM,28-118,90,41,33,7,2,0,0,2,2,2,0,0,0,30,1,2
5,Will Hughes,19.0,eng ENG,AM,24-018,90,36,36,0,0,0,0,1,0,0,0,0,0,25,0,1
6,Abdoulaye Doucouré,16.0,ml MLI,DM,26-124,90,60,58,2,2,0,0,0,0,0,0,0,0,48,0,3
7,Nathaniel Chalobah,14.0,eng ENG,DM,24-144,66,31,31,0,0,0,0,1,0,0,0,0,0,27,0,0
8,Tom Cleverley,8.0,eng ENG,DM,29-266,24,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
9,José Holebas,25.0,gr GRE,LB,34-312,90,35,20,15,2,0,1,7,9,4,4,0,0,19,0,2
10,Craig Cathcart,15.0,nir NIR,CB,30-088,90,31,31,0,0,0,0,0,0,0,0,0,0,25,0,0
11,Adrian Mariappa,6.0,jm JAM,CB,32-214,90,29,29,0,0,0,0,1,0,0,0,0,0,24,0,1
12,Kiko Femenía,21.0,es ESP,RB,28-092,90,47,40,6,0,0,0,2,6,0,0,0,0,39,1,0
13,Ben Foster,26.0,eng ENG,GK,36-032,90,33,20,13,1,0,0,0,0,0,0,0,0,14,0,0
14,14 Players,,,,,990,420,371,46,7,0,2,15,17,6,4,0,0,308,3,11
