,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2015-08-09,16:00 ,Premier League,Matchweek 1,Sun,Home,L,0,1,Liverpool,47,"27,654",Jack Butland,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/2f5966ce/Stoke-City-Liverpool-August-9-2015-Premier-League,
1,2015-08-15,15:00 ,Premier League,Matchweek 2,Sat,Away,D,2,2,Tottenham,47,"36,004",Glenn Whelan,4-2-3-1,Robert Madley,https://fbref.com/en/matches/866b3ac9/Tottenham-Hotspur-Stoke-City-August-15-2015-Premier-League,
2,2015-08-22,15:00 ,Premier League,Matchweek 3,Sat,Away,D,1,1,Norwich City,57,"26,771",Glenn Whelan,4-2-3-1,Mike Dean,https://fbref.com/en/matches/5a33c81a/Norwich-City-Stoke-City-August-22-2015-Premier-League,
4,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Home,L,0,1,West Brom,49,"26,747",Glenn Whelan,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/78b7abfc/Stoke-City-West-Bromwich-Albion-August-29-2015-Premier-League,
5,2015-09-12,15:00 ,Premier League,Matchweek 5,Sat,Away,L,0,2,Arsenal,32,"59,963",Glenn Whelan,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/886b884e/Arsenal-Stoke-City-September-12-2015-Premier-League,
6,2015-09-19,15:00 ,Premier League,Matchweek 6,Sat,Home,D,2,2,Leicester City,54,"27,642",Glenn Whelan,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/e383f18d/Stoke-City-Leicester-City-September-19-2015-Premier-League,
8,2015-09-26,15:00 ,Premier League,Matchweek 7,Sat,Home,W,2,1,Bournemouth,44,"27,742",Glenn Whelan,4-2-3-1,Lee Mason,https://fbref.com/en/matches/1783ef2e/Stoke-City-Bournemouth-September-26-2015-Premier-League,
9,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Away,W,1,0,Aston Villa,44,"33,189",Glenn Whelan,4-2-3-1,Mike Jones,https://fbref.com/en/matches/025da833/Aston-Villa-Stoke-City-October-3-2015-Premier-League,
10,2015-10-19,20:00 ,Premier League,Matchweek 9,Mon,Away,W,1,0,Swansea City,46,"20,044",Glenn Whelan,4-2-3-1,Robert Madley,https://fbref.com/en/matches/d0056399/Swansea-City-Stoke-City-October-19-2015-Premier-League,
11,2015-10-24,15:00 ,Premier League,Matchweek 10,Sat,Home,L,0,2,Watford,66,"27,587",Glenn Whelan,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/7b36b616/Stoke-City-Watford-October-24-2015-Premier-League,
