,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Aleksandar Mitrović,9.0,rs SRB,FW,26-236,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
1,Ademola Lookman,19.0,ng NGA,LW,23-202,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0
2,Ivan Cavaleiro,17.0,pt POR,RW,27-204,90,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0
3,Bobby Reid,14.0,jm JAM,AM,28-097,65,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
4,Josh Onomah,25.0,eng ENG,"DM,AM",24-013,25,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
5,Mario Lemina,18.0,ga GAB,"DM,CB,RB",27-251,90,4,1,3,0,1,0,1,0.0,1,1,0,1,1,5,0,0
6,Andre-Frank Zambo Anguissa,29.0,cm CMR,"DM,CB",25-175,90,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0
7,Antonee Robinson,33.0,us USA,LB,23-275,90,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0
8,Tosin Adarabioyo,16.0,eng ENG,CB,23-228,73,3,1,2,1,0,2,2,100.0,0,1,1,0,2,5,5,0
9,Ruben Loftus-Cheek,15.0,eng ENG,"CB,AM",25-107,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10,Joachim Andersen,5.0,dk DEN,"CB,RB",24-344,90,1,1,1,0,0,0,0,,0,1,1,0,2,3,5,0
11,Kenny Tete,2.0,nl NED,RB,25-213,53,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0
12,Josh Maja,27.0,ng NGA,"AM,RB,DM",22-134,37,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0
13,Alphonse Areola,1.0,fr FRA,GK,28-072,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
14,14 Players,,,,,990,16,8,11,3,2,6,11,54.5,5,8,3,5,11,27,13,0
