,num,joueur
0,5,Terence Kongolo
1,6,Jonathan Hogg
2,7,Juninho Bacuna
3,16,Karlan Grant
4,18,Isaac Mbenza
5,24,Steve Mounié
6,26,Christopher Schindler
7,27,Jon Gorenc Stanković
8,37,Erik Durm
9,,
10,13,Joel Coleman
