,num,joueur
0,4,Luka Milivojević
1,6,Scott Dann
2,8,Cheikhou Kouyaté
3,10,Andros Townsend
4,11,Wilfried Zaha
5,15,Jeffrey Schlupp
6,17,Nathaniel Clyne
7,23,Michy Batshuayi
8,44,Jaïro Riedewald
9,,
10,19,Stephen Henderson
