,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Lys Mousset,11.0,fr FRA,FW,24-329,60,5,7,71.4,69,0,1,3,33.3,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
1,Rhian Brewster,24.0,eng ENG,FW,20-276,30,6,8,75.0,71,10,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
2,David McGoldrick,17.0,ie IRL,FW,33-034,90,37,50,74.0,582,71,17,19,89.5,13,17,76.5,4,6,66.7,0,0.0,0.0,0,2,2,0,6
3,John Fleck,4.0,sct SCO,CM,29-131,90,45,55,81.8,750,181,21,24,87.5,17,17,100.0,4,9,44.4,0,0.0,0.0,1,4,1,0,5
4,Oliver Norwood,16.0,nir NIR,CM,29-265,90,62,80,77.5,1455,401,23,24,95.8,21,26,80.8,18,29,62.1,0,0.0,0.0,0,11,1,1,5
5,Chris Basham,6.0,eng ENG,CM,32-166,90,23,35,65.7,312,66,11,16,68.8,8,12,66.7,1,2,50.0,0,0.1,0.1,1,3,0,0,2
6,Ben Osborn,23.0,eng ENG,WB,26-150,79,38,47,80.9,610,201,23,25,92.0,11,13,84.6,3,4,75.0,0,0.0,0.0,0,2,1,1,2
7,Antwoine Hackford,32.0,eng ENG,WB,16-288,11,1,1,100.0,2,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
8,Jayden Bogle,20.0,eng ENG,WB,20-159,90,43,58,74.1,525,202,24,27,88.9,12,17,70.6,0,1,0.0,0,0.1,0.1,1,4,2,1,5
9,Enda Stevens,3.0,ie IRL,CB,30-177,90,71,86,82.6,1194,538,36,39,92.3,27,29,93.1,7,15,46.7,0,0.0,0.0,0,3,1,0,5
10,John Egan,12.0,ie IRL,CB,28-074,90,46,51,90.2,809,261,15,15,100.0,30,34,88.2,1,1,100.0,0,0.0,0.0,0,1,0,0,3
11,Ethan Ampadu,22.0,wls WAL,CB,20-110,90,54,66,81.8,1062,402,20,24,83.3,27,28,96.4,7,8,87.5,0,0.0,0.0,1,3,1,0,6
12,Aaron Ramsdale,1.0,eng ENG,GK,22-233,90,24,33,72.7,738,530,2,2,100.0,16,16,100.0,6,14,42.9,0,0.0,0.0,0,1,0,0,0
13,13 Players,,,,,990,455,577,78.9,8179,2863,196,222,88.3,187,214,87.4,51,89,57.3,0,0.3,0.3,4,36,9,3,40
