,num,joueur
0,27,Asmir Begović
1,2,Simon Francis
2,3,Steve Cook
3,4,Dan Gosling
4,5,Nathan Aké
5,13,Callum Wilson
6,15,Adam Smith
7,16,Lewis Cook
8,17,Joshua King
9,24,Ryan Fraser
10,33,Jordon Ibe
