,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Gabriel Jesus,9.0,br BRA,FW,25-363,59,46,0,4,16,27,8,45,11,4,36.4,4,36.4,33,123,36,0,2,1,3,0,33,4
1,Bukayo Saka,7.0,eng ENG,RW,21-208,31,17,0,2,6,9,2,17,2,1,50.0,1,50.0,11,70,38,2,1,1,0,0,12,4
2,Gabriel Martinelli,11.0,br BRA,LW,21-287,90,61,1,7,18,37,10,61,9,5,55.6,3,33.3,48,289,126,4,2,4,3,2,43,13
3,Leandro Trossard,19.0,be BEL,"RW,FW",28-118,90,54,2,7,23,24,2,54,0,0,,0,,36,207,86,2,1,2,2,1,39,6
4,Granit Xhaka,34.0,ch SUI,LM,30-186,85,57,1,11,27,19,2,57,0,0,,0,,42,119,44,1,1,0,0,1,44,6
5,Fabio Vieira,21.0,pt POR,LM,22-306,5,2,0,0,1,1,0,2,0,0,,0,,1,5,4,0,0,0,0,0,1,0
6,Thomas Partey,5.0,gh GHA,CM,29-292,59,52,2,13,38,1,0,52,0,0,,0,,43,190,106,0,1,0,2,0,42,0
7,Jorginho,20.0,it ITA,CM,31-102,31,36,0,8,22,6,0,36,2,0,0.0,2,100.0,22,61,20,0,0,0,0,0,23,1
8,Martin Ødegaard,8.0,no NOR,RM,24-105,84,63,0,8,36,20,1,63,2,2,100.0,0,0.0,44,191,75,2,0,1,1,2,44,2
9,Emile Smith Rowe,10.0,eng ENG,RM,22-247,6,1,0,1,0,0,0,1,0,0,,0,,1,2,0,0,0,0,0,0,1,0
10,Oleksandr Zinchenko,35.0,ua UKR,LB,26-107,84,116,2,23,60,33,0,116,2,1,50.0,1,50.0,87,346,214,3,7,0,0,2,85,6
11,Kieran Tierney,3.0,sct SCO,LB,25-300,6,8,0,4,2,2,0,8,2,0,0.0,1,50.0,4,7,1,0,0,0,0,0,5,1
12,Gabriel Dos Santos,6.0,br BRA,CB,25-103,90,98,10,35,51,12,2,98,0,0,,0,,66,315,198,0,3,0,0,0,69,1
13,Rob Holding,16.0,eng ENG,CB,27-193,90,75,7,30,43,2,0,75,0,0,,0,,56,279,173,0,1,0,0,0,52,0
14,Ben White,4.0,eng ENG,RB,25-175,90,74,7,18,41,15,1,74,2,0,0.0,1,50.0,52,253,157,1,0,0,1,0,52,1
15,Aaron Ramsdale,1.0,eng ENG,GK,24-322,90,24,20,23,1,0,0,24,0,0,,0,,14,54,30,0,0,0,0,0,13,0
16,16 Players,,,,,990,784,52,194,385,208,28,783,32,13,40.6,13,40.6,560,2511,1308,15,19,9,12,8,558,45
