,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Joe Gelhardt,30.0,eng ENG,FW,19-228,90,22,0,2,15,6,2,22,1,1,100.0,0,0.0,14,28,17,0,0,0,1,3,17,3
1,Jack Harrison,22.0,eng ENG,LW,25-028,30,4,0,4,0,0,0,4,0,0,,0,,1,1,0,0,0,0,1,0,2,0
2,Crysencio Summerville,38.0,nl NED,LW,20-049,50,28,0,8,9,11,2,28,1,1,100.0,0,0.0,18,70,42,0,0,0,1,0,20,4
3,Liam McCarron,45.0,sct SCO,LW,20-286,10,3,0,1,2,0,0,3,0,0,,0,,2,15,6,0,0,0,0,0,1,0
4,Raphinha,10.0,br BRA,RW,25-004,90,50,1,7,25,18,4,49,4,2,50.0,2,50.0,38,151,82,3,0,1,2,1,37,3
5,Tyler Roberts,11.0,wls WAL,AM,22-340,90,41,4,9,20,12,1,41,0,0,,0,,25,98,25,0,1,0,3,2,31,5
6,Adam Forshaw,4.0,eng ENG,DM,30-071,90,57,3,27,28,6,0,57,2,2,100.0,0,0.0,32,149,65,0,0,0,1,2,34,0
7,Mateusz Klich,43.0,pl POL,DM,31-188,77,51,2,13,23,16,1,51,4,2,50.0,2,50.0,27,145,79,3,2,0,0,0,35,7
8,Sam Greenwood,42.0,eng ENG,DM,19-326,13,8,0,1,4,3,0,8,0,0,,0,,7,52,18,1,1,0,1,0,7,3
9,Stuart Dallas,15.0,nir NIR,LB,30-243,90,53,4,28,21,7,2,53,0,0,,0,,21,109,77,2,1,1,3,0,27,1
10,Luke Ayling,2.0,eng ENG,CB,30-115,90,69,7,52,16,3,1,69,1,1,100.0,0,0.0,29,198,121,1,1,0,0,0,39,1
11,Robin Koch,5.0,de GER,CB,25-154,90,51,9,39,12,0,0,51,0,0,,0,,22,118,46,0,0,0,0,1,31,0
12,Cody Drameh,37.0,eng ENG,RB,20-010,90,77,3,34,30,13,2,77,2,2,100.0,0,0.0,29,160,61,2,1,0,5,0,34,2
13,Illan Meslier,1.0,fr FRA,GK,21-291,90,43,38,43,0,0,0,43,0,0,,0,,27,133,56,0,0,0,0,0,25,0
14,14 Players,,,,,990,557,71,268,205,95,15,556,15,11,73.3,4,26.7,292,1427,695,12,7,2,18,9,340,29
