,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-293,89,0,0,0,,,,1,0,,,,,,,0,,
1,Emmanuel Eboué,,ci CIV,"DF,MF",27-148,1,0,0,0,,,,0,0,,,,,,,0,,
2,Andrey Arshavin,,ru RUS,"FW,MF",29-154,78,0,0,0,,,,0,0,,,,,,,0,,
3,Nicklas Bendtner,,dk DEN,FW,22-287,12,0,0,0,,,,0,0,,,,,,,0,,
4,Samir Nasri,,fr FRA,"FW,MF",23-126,90,0,0,0,,,,0,0,,,,,,,0,,
5,Cesc Fàbregas,,es ESP,"FW,MF",23-179,90,0,0,0,,,,0,0,,,,,,,0,,
6,Denílson,,br BRA,MF,22-256,66,0,0,0,,,,0,0,,,,,,,0,,
7,Theo Walcott,,eng ENG,"FW,MF",21-228,24,0,0,0,,,,0,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",23-051,90,1,0,0,,,,1,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-096,90,0,1,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-050,90,0,0,0,,,,0,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-080,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-258,90,0,0,0,,,,0,0,,,,,,,0,,
13,Łukasz Fabiański,,pl POL,GK,25-195,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
