,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Jordan Ayew,18.0,gh GHA,FW,26-141,87,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,0,0
1,Wilfried Bony,2.0,ci CIV,FW,29-051,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Sam Clucas,17.0,eng ENG,LM,27-127,89,1,0,1,0,0,0,1,0.0,1,0,0,0,3,4,0,0
3,Wayne Routledge,15.0,eng ENG,LM,33-023,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,Ki Sung-yueng,4.0,kr KOR,CM,29-006,90,1,0,0,0,1,0,0,,0,1,0,1,2,3,1,0
5,Leroy Fer,8.0,nl NED,CM,28-025,90,2,2,1,1,0,0,0,,0,1,0,1,1,3,4,0
6,Nathan Dyer,12.0,eng ENG,RM,30-062,82,1,1,0,1,0,0,2,0.0,2,2,0,2,0,1,0,0
7,Tom Carroll,14.0,eng ENG,RM,25-247,8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
8,Martin Olsson,16.0,se SWE,LB,29-258,90,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,2,0
9,Alfie Mawson,6.0,eng ENG,CB,24-011,90,1,1,1,0,0,0,0,,0,1,0,1,1,2,6,0
10,Federico Fernández,33.0,ar ARG,CB,28-343,90,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,3,0
11,Mike van der Hoorn,5.0,nl NED,CB,25-107,90,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,5,0
12,Kyle Naughton,26.0,eng ENG,RB,29-074,90,2,0,2,0,0,2,2,100.0,0,1,0,1,1,3,5,0
13,Łukasz Fabiański,1.0,pl POL,GK,32-287,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,13,7,8,4,1,4,9,44.4,5,9,1,8,13,26,26,0
