,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Teemu Pukki,22.0,fi FIN,FW,31-333,90,6,9,66.7,114,22,2,3,66.7,2,2,100.0,1,1,100.0,0,0.1,0.1,1,0,1,0,2
1,Milot Rashica,17.0,xk KVX,LM,25-242,71,6,12,50.0,60,2,5,7,71.4,1,4,25.0,0,0,,0,0.0,0.0,1,1,0,0,0
2,Pierre Lees-Melou,20.0,fr FRA,LM,28-276,19,12,14,85.7,135,40,7,8,87.5,3,3,100.0,0,1,0.0,0,0.2,0.1,1,0,0,0,0
3,Kenny McLean,23.0,sct SCO,CM,30-048,90,25,42,59.5,460,155,12,19,63.2,9,14,64.3,4,7,57.1,0,0.1,0.0,1,3,2,0,5
4,Billy Gilmour,8.0,sct SCO,CM,20-259,80,22,34,64.7,503,213,11,12,91.7,4,8,50.0,7,13,53.8,0,0.0,0.1,1,4,0,0,1
5,Kieran Dowell,10.0,eng ENG,CM,24-138,10,2,4,50.0,29,9,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
6,Josh Sargent,24.0,us USA,RM,22-005,90,15,20,75.0,192,57,10,15,66.7,4,4,100.0,1,1,100.0,0,0.0,0.0,0,1,1,0,2
7,Mathias Normann,16.0,no NOR,DM,25-273,71,20,32,62.5,398,171,8,9,88.9,10,19,52.6,2,4,50.0,0,0.0,0.0,0,1,0,0,2
8,Lukas Rupp,7.0,de GER,DM,31-048,19,16,19,84.2,274,88,6,6,100.0,9,11,81.8,1,1,100.0,0,0.0,0.0,0,1,0,0,3
9,Brandon Williams,21.0,eng ENG,LB,21-175,90,34,43,79.1,475,116,23,26,88.5,11,16,68.8,0,1,0.0,0,0.0,0.0,0,0,0,0,0
10,Ben Gibson,4.0,eng ENG,CB,29-041,90,49,59,83.1,976,435,16,18,88.9,29,31,93.5,4,10,40.0,0,0.0,0.0,0,1,0,0,2
11,Grant Hanley,5.0,sct SCO,CB,30-097,90,26,35,74.3,523,153,7,10,70.0,16,18,88.9,3,6,50.0,0,0.0,0.0,0,0,0,0,0
12,Max Aarons,2.0,eng ENG,RB,22-052,90,38,48,79.2,532,270,23,26,88.5,13,18,72.2,1,2,50.0,0,0.0,0.0,0,1,1,0,5
13,Angus Gunn,28.0,sct SCO,GK,26-034,90,26,33,78.8,641,351,9,9,100.0,9,9,100.0,8,13,61.5,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,297,404,73.5,5312,2082,140,169,82.8,121,159,76.1,32,60,53.3,0,0.5,0.4,5,13,5,0,22
