,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Taiwo Awoniyi,9.0,ng NGA,FW,25-002,71,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
1,Sam Surridge,16.0,eng ENG,FW,24-017,19,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
2,Brennan Johnson,20.0,wls WAL,FW,21-083,90,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0
3,Jesse Lingard,11.0,eng ENG,AM,29-242,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
4,Lewis O'Brien,14.0,eng ENG,CM,23-304,90,5,3,2,3,0,1,2,50.0,1,2,0,2,1,6,1,0
5,Orel Mangala,5.0,be BEL,CM,24-149,83,1,0,1,0,0,0,1,0.0,1,3,0,3,1,2,0,0
6,Cafú,18.0,pt POR,CM,29-169,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
7,Harry Toffolo,15.0,eng ENG,WB,26-360,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0
8,Neco Williams,7.0,wls WAL,WB,21-123,90,6,3,4,0,2,3,4,75.0,1,2,1,1,1,7,6,0
9,Scott McKenna,26.0,sct SCO,CB,25-275,90,0,0,0,0,0,0,0,,0,2,1,1,1,1,5,0
10,Moussa Niakhate,19.0,sn SEN,CB,26-159,78,1,0,1,0,0,1,3,33.3,2,1,1,0,0,1,7,0
11,Steve Cook,3.0,eng ENG,CB,31-117,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
12,Joe Worrall,4.0,eng ENG,CB,25-216,90,2,2,1,0,1,0,2,0.0,2,3,2,1,0,2,2,0
13,Dean Henderson,1.0,eng ENG,GK,25-155,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,16,8,9,3,4,5,13,38.5,8,20,6,14,5,21,31,0
