,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ivan Cavaleiro,17.0,pt POR,FW,27-212,90,42,2,10,18,16,0,42,3,2,66.7,1,33.3,25,232,76,3,2,0,7,2,27,6
1,Ademola Lookman,19.0,ng NGA,AM,23-210,88,23,1,4,12,7,2,23,2,1,50.0,1,50.0,18,82,43,2,0,1,2,0,20,2
2,Kenny Tete,2.0,nl NED,AM,25-221,2,3,0,2,1,0,0,3,0,0,,0,,2,29,21,1,0,0,0,0,1,0
3,Fabio Carvalho,48.0,pt POR,"AM,FW",18-261,62,27,0,7,8,13,5,27,2,1,50.0,1,50.0,14,80,34,3,2,2,2,1,14,5
4,Ruben Loftus-Cheek,15.0,eng ENG,FW,25-115,28,11,0,3,6,2,0,11,1,1,100.0,0,0.0,9,86,70,2,1,0,0,0,11,1
5,Harrison Reed,21.0,eng ENG,CM,26-111,31,10,1,6,2,2,0,10,0,0,,0,,5,34,18,1,0,0,0,0,7,0
6,Joachim Andersen,5.0,dk DEN,RB,24-352,59,57,2,36,20,1,0,57,0,0,,0,,33,126,72,0,0,0,0,0,33,0
7,Andre-Frank Zambo Anguissa,29.0,cm CMR,"DM,CM",25-183,90,63,1,18,35,11,3,63,5,5,100.0,0,0.0,37,203,46,1,1,0,3,3,37,1
8,Joe Bryan,23.0,eng ENG,"LB,WB",27-243,90,53,2,23,20,10,1,53,1,1,100.0,0,0.0,31,112,58,0,0,0,3,0,30,2
9,Bobby Reid,14.0,jm JAM,"AM,WB",28-105,90,40,1,13,14,13,0,40,2,1,50.0,1,50.0,22,105,60,3,0,0,1,1,23,3
10,Tim Ream,13.0,us USA,CB,33-225,90,62,14,47,14,1,1,62,0,0,,0,,42,174,108,0,0,0,1,0,46,0
11,Tosin Adarabioyo,16.0,eng ENG,CB,23-236,90,73,31,59,14,0,0,73,0,0,,0,,41,102,60,0,0,0,0,0,52,0
12,Mario Lemina,18.0,ga GAB,"DM,CB",27-259,90,51,4,29,17,5,0,51,1,1,100.0,0,0.0,26,118,54,0,0,0,0,2,25,0
13,Alphonse Areola,1.0,fr FRA,GK,28-080,90,46,43,46,0,0,0,46,0,0,,0,,25,114,36,0,0,0,0,0,22,0
14,14 Players,,,,,990,561,102,303,181,81,12,561,17,13,76.5,4,23.5,330,1597,756,16,6,3,19,9,348,20
