,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-11,14:00 ,Premier League,Matchweek 1,Sun,Home,L,0,1,Arsenal,0.4,1.1,38,"47,635",Jamaal Lascelles,3-5-2,Martin Atkinson,https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,
1,2019-08-17,15:00 ,Premier League,Matchweek 2,Sat,Away,L,1,3,Norwich City,0.9,1.7,37,"27,059",Jamaal Lascelles,3-5-2,Stuart Attwell,https://fbref.com/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,
2,2019-08-25,16:30 ,Premier League,Matchweek 3,Sun,Away,W,1,0,Tottenham,0.8,1.1,21,"59,245",Jamaal Lascelles,5-4-1,Mike Dean,https://fbref.com/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Home,D,1,1,Watford,1.0,1.0,49,"44,157",Jamaal Lascelles,5-4-1,Graham Scott,https://fbref.com/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,
5,2019-09-14,12:30 ,Premier League,Matchweek 5,Sat,Away,L,1,3,Liverpool,0.3,3.0,26,"51,430",Jamaal Lascelles,5-4-1,Andre Marriner,https://fbref.com/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League,
6,2019-09-21,17:30 ,Premier League,Matchweek 6,Sat,Home,D,0,0,Brighton,0.9,1.4,29,"43,316",Jamaal Lascelles,5-4-1,Martin Atkinson,https://fbref.com/en/matches/966fb8b0/Newcastle-United-Brighton-and-Hove-Albion-September-21-2019-Premier-League,
7,2019-09-29,16:30 ,Premier League,Matchweek 7,Sun,Away,L,0,5,Leicester City,0.1,1.6,32,"32,168",Jamaal Lascelles,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,
8,2019-10-06,16:30 ,Premier League,Matchweek 8,Sun,Home,W,1,0,Manchester Utd,0.8,0.9,32,"51,198",Jamaal Lascelles,5-4-1,Mike Dean,https://fbref.com/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League,
9,2019-10-19,15:00 ,Premier League,Matchweek 9,Sat,Away,L,0,1,Chelsea,0.4,2.0,29,"40,513",Jamaal Lascelles,5-4-1,Andre Marriner,https://fbref.com/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,
10,2019-10-27,14:00 ,Premier League,Matchweek 10,Sun,Home,D,1,1,Wolves,1.0,2.1,44,"46,019",Jamaal Lascelles,5-4-1,Kevin Friend,https://fbref.com/en/matches/efe2b576/Newcastle-United-Wolverhampton-Wanderers-October-27-2019-Premier-League,
11,2019-11-02,15:00 ,Premier League,Matchweek 11,Sat,Away,W,3,2,West Ham,1.5,1.8,30,"59,907",Jamaal Lascelles,5-4-1,Stuart Attwell,https://fbref.com/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League,
12,2019-11-09,15:00 ,Premier League,Matchweek 12,Sat,Home,W,2,1,Bournemouth,2.4,1.8,35,"44,424",Jamaal Lascelles,5-4-1,Martin Atkinson,https://fbref.com/en/matches/698f846d/Newcastle-United-Bournemouth-November-9-2019-Premier-League,
13,2019-11-25,20:00 ,Premier League,Matchweek 13,Mon,Away,L,0,2,Aston Villa,0.6,2.3,39,"41,821",Jonjo Shelvey,5-4-1,Lee Mason,https://fbref.com/en/matches/f6f8808e/Aston-Villa-Newcastle-United-November-25-2019-Premier-League,
14,2019-11-30,12:30 ,Premier League,Matchweek 14,Sat,Home,D,2,2,Manchester City,0.3,2.4,25,"49,937",Jonjo Shelvey,5-4-1,Chris Kavanagh,https://fbref.com/en/matches/f43fa290/Newcastle-United-Manchester-City-November-30-2019-Premier-League,
15,2019-12-05,19:30 ,Premier League,Matchweek 15,Thu,Away,W,2,0,Sheffield Utd,0.5,1.1,27,"30,409",Jonjo Shelvey,5-4-1,Stuart Attwell,https://fbref.com/en/matches/8a9fa2d9/Sheffield-United-Newcastle-United-December-5-2019-Premier-League,
16,2019-12-08,14:00 ,Premier League,Matchweek 16,Sun,Home,W,2,1,Southampton,0.9,1.7,46,"42,303",Jonjo Shelvey,5-4-1,David Coote,https://fbref.com/en/matches/5d9f7fe3/Newcastle-United-Southampton-December-8-2019-Premier-League,
17,2019-12-14,15:00 ,Premier League,Matchweek 17,Sat,Away,L,0,1,Burnley,1.0,1.4,52,"19,798",Andy Carroll,5-4-1,Tim Robinson,https://fbref.com/en/matches/4c3c57fa/Burnley-Newcastle-United-December-14-2019-Premier-League,
