,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Cristiano Ronaldo,7.0,pt POR,FW,37-274,90,23,0,1,7,15,3,23,0,0,,0,,10,32,20,0,0,0,1,0,15,3
1,Alejandro Garnacho,49.0,ar ARG,LW,18-128,64,36,0,0,6,30,10,36,5,1,20.0,4,80.0,27,231,138,6,2,5,2,1,27,13
2,Anthony Elanga,36.0,se SWE,RW,20-193,26,12,0,0,4,8,4,12,1,0,0.0,0,0.0,9,48,24,1,0,1,1,0,11,2
3,Marcus Rashford,10.0,eng ENG,"RW,LW",25-006,90,37,0,2,13,23,5,37,3,2,66.7,1,33.3,27,131,38,1,1,1,3,5,31,9
4,Donny van de Beek,34.0,nl NED,AM,25-202,65,18,0,0,6,12,4,18,1,1,100.0,0,0.0,11,27,5,0,1,0,0,0,15,7
5,Anthony Martial,9.0,fr FRA,AM,26-336,25,11,0,0,2,9,1,11,0,0,,0,,8,40,29,1,1,0,1,0,10,3
6,Christian Eriksen,14.0,dk DEN,DM,30-265,90,86,1,11,36,39,0,86,1,1,100.0,0,0.0,61,232,118,0,3,0,1,0,69,2
7,Casemiro,18.0,br BRA,DM,30-256,90,78,0,8,50,20,0,78,1,0,0.0,1,100.0,50,207,78,2,2,0,0,0,55,3
8,Luke Shaw,23.0,eng ENG,LB,27-117,64,80,3,15,43,23,0,80,1,0,0.0,1,100.0,51,208,99,2,2,0,1,0,55,4
9,Tyrell Malacia,12.0,nl NED,LB,23-081,26,17,0,3,6,8,0,17,1,0,0.0,1,100.0,9,57,20,0,0,0,1,0,11,0
10,Lisandro Martínez,6.0,ar ARG,CB,24-292,90,103,8,40,57,6,0,103,0,0,,0,,71,277,123,0,1,0,0,0,78,0
11,Victor Lindelöf,2.0,se SWE,CB,28-112,90,64,3,31,32,1,0,64,0,0,,0,,41,231,105,0,0,0,0,0,48,0
12,Diogo Dalot,20.0,pt POR,RB,23-233,90,75,1,17,40,20,2,75,4,3,75.0,1,25.0,43,244,126,2,1,0,1,1,47,7
13,David de Gea,1.0,es ESP,GK,31-364,90,28,24,28,0,0,0,28,0,0,,0,,17,116,69,0,0,0,0,0,19,0
14,14 Players,,,,,990,668,40,156,302,214,29,668,18,8,44.4,9,50.0,435,2081,992,15,14,7,12,7,491,53
