,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Pierre-Emerick Aubameyang,14.0,ga GAB,"FW,LW",31-248,90,9,11,81.8,131,9,5,6,83.3,4,5,80.0,0,0,,0,0.0,0.1,0,0,0,0,0
1,Bukayo Saka,7.0,eng ENG,"LW,RW",19-169,90,29,36,80.6,472,117,14,17,82.4,14,15,93.3,1,3,33.3,0,0.0,0.0,0,3,2,0,6
2,Nicolas Pépé,19.0,ci CIV,RW,25-268,72,13,16,81.3,146,11,8,10,80.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
3,Emile Smith Rowe,32.0,eng ENG,AM,20-208,18,2,4,50.0,28,9,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
4,Martin Ødegaard,11.0,no NOR,AM,22-066,72,28,34,82.4,404,58,12,14,85.7,11,15,73.3,1,1,100.0,0,0.0,0.0,0,1,0,0,1
5,Alexandre Lacazette,9.0,fr FRA,FW,29-269,18,3,4,75.0,54,6,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,1,0,1
6,Granit Xhaka,34.0,ch SUI,DM,28-147,90,68,78,87.2,1174,402,30,33,90.9,34,38,89.5,4,6,66.7,0,0.1,0.0,2,8,3,0,7
7,Mohamed Elneny,25.0,eg EGY,DM,28-225,85,61,63,96.8,876,235,34,34,100.0,25,26,96.2,0,0,,0,0.0,0.0,0,2,0,0,3
8,Dani Ceballos,8.0,es ESP,DM,24-198,5,3,4,75.0,79,32,0,1,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2
9,Kieran Tierney,3.0,sct SCO,LB,23-261,90,36,51,70.6,575,131,19,21,90.5,14,23,60.9,2,6,33.3,0,0.1,0.1,2,2,1,1,2
10,Pablo Marí,22.0,es ESP,CB,27-174,90,53,59,89.8,854,293,28,29,96.6,20,23,87.0,3,5,60.0,0,0.0,0.0,0,0,0,0,2
11,Rob Holding,16.0,eng ENG,CB,25-154,81,47,57,82.5,794,249,24,25,96.0,18,21,85.7,4,7,57.1,0,0.0,0.0,0,1,0,0,3
12,David Luiz,23.0,br BRA,CB,33-305,9,7,11,63.6,122,72,4,5,80.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
13,Héctor Bellerín,2.0,es ESP,RB,25-339,90,28,37,75.7,400,151,17,22,77.3,9,10,90.0,2,3,66.7,0,0.0,0.1,0,1,1,1,2
14,Bernd Leno,1.0,de GER,GK,28-354,90,37,44,84.1,912,586,12,12,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0,0,0,0,0
15,15 Players,,,,,990,424,509,83.3,7021,2361,209,231,90.5,174,202,86.1,29,51,56.9,0,0.2,0.4,4,21,8,2,29
