,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Riyad Mahrez,26.0,dz ALG,"FW,RM,RW",29-340,90,0,0,0,0,2,0,2,0,0,0,0,0,6,0,0,
1,Phil Foden,47.0,eng ENG,LW,20-243,51,0,0,0,0,1,0,3,1,0,0,0,0,1,2,2,50.0
2,Ferrán Torres,21.0,es ESP,LW,20-332,39,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0
3,Raheem Sterling,7.0,eng ENG,"RW,FW",26-049,90,0,0,0,3,0,1,2,1,0,0,0,0,3,1,0,100.0
4,İlkay Gündoğan,8.0,de GER,LM,30-094,51,0,0,0,0,1,0,0,2,1,0,0,0,4,0,0,
5,Aymeric Laporte,14.0,es ESP,LB,26-244,39,0,0,0,0,1,0,1,0,0,0,0,0,1,8,0,100.0
6,Rodri,16.0,es ESP,CM,24-218,90,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,50.0
7,Bernardo Silva,20.0,pt POR,RM,26-169,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0
8,Gabriel Jesus,9.0,br BRA,FW,23-298,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
9,Oleksandr Zinchenko,11.0,ua UKR,"LB,LM",24-042,90,0,0,0,2,0,0,7,0,0,0,0,0,12,5,2,71.4
10,Rúben Dias,3.0,pt POR,CB,23-257,90,0,0,0,0,1,0,0,0,1,0,0,0,3,4,1,80.0
11,John Stones,5.0,eng ENG,CB,26-243,90,0,0,0,1,1,0,0,0,2,0,0,0,10,1,0,100.0
12,João Cancelo,27.0,pt POR,RB,26-244,90,0,0,0,2,0,0,1,0,1,0,0,0,3,0,0,
13,Ederson,31.0,br BRA,GK,27-162,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,0,0,0,8,8,1,16,4,5,0,0,0,55,27,9,75.0
