,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Laurent Depoitre,20.0,be BEL,FW,29-058,90,1,1,0,0,1,0,3,0.0,3,0,0,0,0,1,3,0
1,Rajiv van La Parra,17.0,nl NED,LM,26-244,68,1,1,1,0,0,0,2,0.0,2,1,0,1,1,2,0,0
2,Tom Ince,22.0,eng ENG,LM,26-004,22,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
3,Philip Billing,8.0,dk DEN,CM,21-237,32,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,4,0
4,Aaron Mooy,10.0,au AUS,CM,27-141,58,2,1,2,0,0,0,2,0.0,2,2,0,2,1,3,2,0
5,Florent Hadergjonaj,33.0,xk KVX,CM,23-187,90,2,1,1,1,0,1,7,14.3,6,4,2,2,0,2,1,0
6,Collin Quaner,23.0,de GER,RM,26-230,90,1,1,1,0,0,0,5,0.0,5,4,0,4,1,2,0,0
7,Jonathan Hogg,6.0,eng ENG,DM,29-059,90,4,3,2,2,0,2,7,28.6,5,2,1,1,1,5,0,0
8,Terence Kongolo,5.0,nl NED,LB,23-354,90,7,6,3,4,0,2,2,100.0,0,1,1,0,3,10,4,0
9,Christopher Schindler,26.0,de GER,CB,27-280,58,1,1,1,0,0,0,0,,0,0,0,0,1,2,6,0
10,Michael Hefele,44.0,de GER,CB,27-155,32,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
11,Mathias Jørgensen,25.0,dk DEN,CB,27-286,90,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,5,0
12,Tommy Smith,2.0,eng ENG,RB,25-295,90,2,1,1,0,1,1,2,50.0,1,1,1,0,0,2,4,0
13,Jonas Lössl,1.0,dk DEN,GK,29-002,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
14,14 Players,,,,,990,22,16,13,7,2,6,33,18.2,27,17,5,12,14,36,32,0
