,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2020-09-13,16:30 ,Premier League,Matchweek 1,Sun,Home,L,0,1,Everton,1.1,1.2,52,,Hugo Lloris,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/fc7f9aa1/Tottenham-Hotspur-Everton-September-13-2020-Premier-League,
2,2020-09-20,12:00 ,Premier League,Matchweek 2,Sun,Away,W,5,2,Southampton,2.1,2.0,49,,Hugo Lloris,4-3-3,David Coote,https://fbref.com/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,
5,2020-09-27,14:00 ,Premier League,Matchweek 3,Sun,Home,D,1,1,Newcastle Utd,2.9,1.0,66,,Hugo Lloris,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/002c4e89/Tottenham-Hotspur-Newcastle-United-September-27-2020-Premier-League,
8,2020-10-04,16:30 ,Premier League,Matchweek 4,Sun,Away,W,6,1,Manchester Utd,3.4,0.9,61,,Hugo Lloris,4-3-3,Anthony Taylor,https://fbref.com/en/matches/cded7e69/Manchester-United-Tottenham-Hotspur-October-4-2020-Premier-League,
9,2020-10-18,16:30 ,Premier League,Matchweek 5,Sun,Home,D,3,3,West Ham,1.7,1.9,50,,Hugo Lloris,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/17f0eec9/Tottenham-Hotspur-West-Ham-United-October-18-2020-Premier-League,
11,2020-10-26,20:00 ,Premier League,Matchweek 6,Mon,Away,W,1,0,Burnley,0.6,1.0,61,,Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/4931660e/Burnley-Tottenham-Hotspur-October-26-2020-Premier-League,
13,2020-11-01,19:15 ,Premier League,Matchweek 7,Sun,Home,W,2,1,Brighton,1.7,0.3,44,,Hugo Lloris,4-2-3-1,Graham Scott,https://fbref.com/en/matches/1d01ff0c/Tottenham-Hotspur-Brighton-and-Hove-Albion-November-1-2020-Premier-League,
15,2020-11-08,12:00 ,Premier League,Matchweek 8,Sun,Away,W,1,0,West Brom,1.9,0.8,58,,Harry Kane,4-2-3-1,Andy Madley,https://fbref.com/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League,
16,2020-11-21,17:30 ,Premier League,Matchweek 9,Sat,Home,W,2,0,Manchester City,0.7,1.4,34,,Hugo Lloris,4-2-3-1,Mike Dean,https://fbref.com/en/matches/8a038069/Tottenham-Hotspur-Manchester-City-November-21-2020-Premier-League,
18,2020-11-29,16:30 ,Premier League,Matchweek 10,Sun,Away,D,0,0,Chelsea,0.2,0.8,40,,Hugo Lloris,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/58306243/Chelsea-Tottenham-Hotspur-November-29-2020-Premier-League,
20,2020-12-06,16:30 ,Premier League,Matchweek 11,Sun,Home,W,2,0,Arsenal,0.3,0.6,31,"2,000",Hugo Lloris,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/35abfa2f/North-London-Derby-Tottenham-Hotspur-Arsenal-December-6-2020-Premier-League,
22,2020-12-13,14:15 ,Premier League,Matchweek 12,Sun,Away,D,1,1,Crystal Palace,0.9,1.6,56,"2,000",Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/9b0e267e/Crystal-Palace-Tottenham-Hotspur-December-13-2020-Premier-League,
23,2020-12-16,20:00 ,Premier League,Matchweek 13,Wed,Away,L,1,2,Liverpool,1.1,1.0,25,"2,000",Hugo Lloris,4-4-2,Anthony Taylor,https://fbref.com/en/matches/966f86fe/Liverpool-Tottenham-Hotspur-December-16-2020-Premier-League,
24,2020-12-20,14:15 ,Premier League,Matchweek 14,Sun,Home,L,0,2,Leicester City,0.7,1.7,56,,Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,
26,2020-12-27,19:15 ,Premier League,Matchweek 15,Sun,Away,D,1,1,Wolves,0.4,0.9,45,,Hugo Lloris,3-4-1-2,Paul Tierney,https://fbref.com/en/matches/f50faef3/Wolverhampton-Wanderers-Tottenham-Hotspur-December-27-2020-Premier-League,
27,2021-01-02,12:30 ,Premier League,Matchweek 17,Sat,Home,W,3,0,Leeds United,2.6,1.1,37,,Hugo Lloris,4-2-3-1,David Coote,https://fbref.com/en/matches/93463aad/Tottenham-Hotspur-Leeds-United-January-2-2021-Premier-League,
30,2021-01-13,20:15 ,Premier League,Matchweek 16,Wed,Home,D,1,1,Fulham,2.4,1.1,53,,Hugo Lloris,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/fcad17a1/Tottenham-Hotspur-Fulham-January-13-2021-Premier-League,
31,2021-01-17,14:00 ,Premier League,Matchweek 19,Sun,Away,W,3,1,Sheffield Utd,1.0,0.9,57,,Hugo Lloris,3-4-3,Andre Marriner,https://fbref.com/en/matches/c52b1c4f/Sheffield-United-Tottenham-Hotspur-January-17-2021-Premier-League,
33,2021-01-28,20:00 ,Premier League,Matchweek 20,Thu,Home,L,1,3,Liverpool,0.1,2.5,50,,Hugo Lloris,3-4-3,Martin Atkinson,https://fbref.com/en/matches/17bac3d1/Tottenham-Hotspur-Liverpool-January-28-2021-Premier-League,
34,2021-01-31,19:15 ,Premier League,Matchweek 21,Sun,Away,L,0,1,Brighton,0.4,1.6,57,,Hugo Lloris,3-4-3,Peter Bankes,https://fbref.com/en/matches/4663c253/Brighton-and-Hove-Albion-Tottenham-Hotspur-January-31-2021-Premier-League,
35,2021-02-04,20:00 ,Premier League,Matchweek 22,Thu,Home,L,0,1,Chelsea,0.6,1.6,43,,Hugo Lloris,4-2-2-2,Andre Marriner,https://fbref.com/en/matches/7d98a679/Tottenham-Hotspur-Chelsea-February-4-2021-Premier-League,
36,2021-02-07,12:00 ,Premier League,Matchweek 23,Sun,Home,W,2,0,West Brom,1.5,0.6,65,,Hugo Lloris,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/4a652b81/Tottenham-Hotspur-West-Bromwich-Albion-February-7-2021-Premier-League,
38,2021-02-13,17:30 ,Premier League,Matchweek 24,Sat,Away,L,0,3,Manchester City,0.3,2.2,40,,Hugo Lloris,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/5d0cd646/Manchester-City-Tottenham-Hotspur-February-13-2021-Premier-League,
40,2021-02-21,12:00 ,Premier League,Matchweek 25,Sun,Away,L,1,2,West Ham,1.1,1.1,68,,Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/59222b5f/West-Ham-United-Tottenham-Hotspur-February-21-2021-Premier-League,
42,2021-02-28,14:00 ,Premier League,Matchweek 26,Sun,Home,W,4,0,Burnley,2.1,0.7,58,,Hugo Lloris,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/d28c364e/Tottenham-Hotspur-Burnley-February-28-2021-Premier-League,
