,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jamie Vardy,9.0,eng ENG,FW,35-131,90,10,8,2,0,0,0,0,0,0,0,0,0,7,0,0
1,Harvey Barnes,7.0,eng ENG,LW,24-164,76,27,26,1,0,0,0,1,1,0,0,0,0,18,0,0
2,Ademola Lookman,37.0,ng NGA,"LM,LW",24-214,14,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0
3,James Maddison,10.0,eng ENG,"RW,AM",25-180,81,34,29,4,0,0,0,5,1,3,3,0,0,22,1,3
4,Daniel Amartey,18.0,gh GHA,CB,27-152,9,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
5,Kiernan Dewsbury-Hall,22.0,eng ENG,AM,23-258,62,26,26,0,0,0,0,0,0,0,0,0,0,19,0,1
6,Ayoze Pérez,17.0,es ESP,"RM,AM,RW",28-297,28,10,10,0,0,0,0,0,0,0,0,0,0,6,0,1
7,Youri Tielemans,8.0,be BEL,"DM,CM",25-015,90,50,49,1,0,0,0,1,1,0,0,0,0,40,0,0
8,Nampalys Mendy,24.0,sn SEN,"DM,CM",29-333,90,35,35,0,0,0,0,0,0,0,0,0,0,27,0,0
9,James Justin,2.0,eng ENG,LB,24-088,90,61,49,12,1,0,0,1,11,0,0,0,0,52,0,2
10,Jonny Evans,6.0,nir NIR,CB,34-139,90,64,62,2,2,0,0,0,0,0,0,0,0,50,0,0
11,Wesley Fofana,3.0,fr FRA,CB,21-156,90,57,57,0,0,0,0,0,0,0,0,0,0,48,0,1
12,Timothy Castagne,27.0,be BEL,RB,26-168,69,37,33,4,0,0,0,1,4,0,0,0,0,28,0,1
13,Ricardo Pereira,21.0,pt POR,RB,28-228,21,16,15,1,0,0,0,0,1,0,0,0,0,14,0,0
14,Kasper Schmeichel,1.0,dk DEN,GK,35-198,90,32,20,12,5,0,1,0,0,0,0,0,0,26,0,0
15,15 Players,,,,,990,479,439,39,8,0,1,9,19,3,3,0,0,375,1,9
