,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Jamie Vardy,9.0,eng ENG,FW,30-321,87,0,0,0,2,0,0,2,0,0,0,0,0,3,2,5,28.6
1,Islam Slimani,19.0,dz ALG,FW,29-163,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,50.0
2,Shinji Okazaki,20.0,jp JPN,FW,31-226,82,0,0,0,1,2,1,0,2,2,0,0,0,4,2,3,40.0
3,Hamza Choudhury,38.0,eng ENG,FW,20-058,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
4,Marc Albrighton,11.0,eng ENG,LM,28-010,90,0,0,0,0,1,0,6,4,2,0,0,0,6,0,0,
5,Vicente Iborra,21.0,es ESP,CM,29-316,90,0,0,0,0,2,0,0,2,1,0,0,0,11,2,0,100.0
6,Wilfred Ndidi,25.0,ng NGA,CM,20-347,90,0,0,0,2,0,0,1,1,3,0,0,0,17,2,1,66.7
7,Riyad Mahrez,26.0,dz ALG,RM,26-280,76,0,0,0,2,1,0,1,0,0,0,0,0,4,1,1,50.0
8,Demarai Gray,7.0,jm JAM,RM,21-153,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
9,Ben Chilwell,3.0,eng ENG,LB,20-342,90,0,0,0,0,1,0,3,2,1,0,0,0,5,1,4,20.0
10,Harry Maguire,15.0,eng ENG,CB,24-268,90,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,66.7
11,Wes Morgan,5.0,jm JAM,CB,33-311,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,50.0
12,Danny Simpson,2.0,eng ENG,RB,30-328,90,0,0,0,0,0,0,1,3,1,0,0,0,3,1,1,50.0
13,Kasper Schmeichel,1.0,dk DEN,GK,31-023,90,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
14,14 Players,,,,,990,1,0,0,7,8,2,14,14,14,0,0,0,62,16,18,47.1
