,num,joueur
0,,Ali Al-Habsi
1,,Victor Moses
2,,Ben Watson
3,,Jordi Gómez
4,,Maynor Figueroa
5,,Mohamed Diamé
6,,Patrick van Aanholt
7,,Gary Caldwell
8,,Franco Di Santo
9,,Steve Gohouri
10,,James McCarthy
