,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Patrick Bamford,9.0,eng ENG,FW,27-091,90,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,1,0
1,Mateusz Klich,43.0,pl POL,"FW,CM",30-175,90,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,2,0
2,Jack Harrison,22.0,eng ENG,LM,24-015,56,3,1,2,1,0,1,2,50.0,1,1,0,1,0,3,0,0
3,Ian Carlo Poveda,7.0,eng ENG,RM,20-300,34,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
4,Kalvin Phillips,23.0,eng ENG,CM,25-003,90,6,4,4,1,1,1,5,20.0,4,4,0,4,0,6,3,0
5,Stuart Dallas,15.0,nir NIR,"CM,LB",29-230,90,4,2,2,2,0,0,3,0.0,3,0,0,0,0,4,1,1
6,Raphinha,18.0,br BRA,"RM,LM",23-357,90,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
7,Ezgjan Alioski,10.0,mk MKD,LB,28-297,68,2,2,1,1,0,1,1,100.0,0,2,1,1,1,3,0,0
8,Rodrigo,20.0,es ESP,FW,29-274,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
9,Liam Cooper,6.0,sct SCO,CB,29-097,90,3,1,3,0,0,2,2,100.0,0,2,1,1,4,7,5,0
10,Robin Koch,5.0,de GER,CB,24-141,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
11,Diego Llorente,14.0,es ESP,CB,27-111,82,5,3,1,4,0,3,3,100.0,0,2,2,0,1,6,4,0
12,Luke Ayling,2.0,eng ENG,RB,29-102,90,2,2,1,1,0,1,3,33.3,2,2,1,1,0,2,1,0
13,Illan Meslier,1.0,fr FRA,GK,20-278,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
14,14 Players,,,,,990,30,18,14,14,2,11,23,47.8,12,16,5,11,6,36,19,2
