,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-13,,Premier League,Matchweek 1,Sat,Home,L,1,2,Wolves,,"21,996",,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/f2922720/Blackburn-Rovers-Wolverhampton-Wanderers-August-13-2011-Premier-League,
1,2011-08-20,,Premier League,Matchweek 2,Sat,Away,L,1,3,Aston Villa,,"32,319",,4-4-2,Stuart Attwell,https://fbref.com/en/matches/baa0e84d/Aston-Villa-Blackburn-Rovers-August-20-2011-Premier-League,
2,2011-08-27,,Premier League,Matchweek 3,Sat,Home,L,0,1,Everton,,"22,826",,4-4-2,Lee Mason,https://fbref.com/en/matches/f1d8c6f2/Blackburn-Rovers-Everton-August-27-2011-Premier-League,
3,2011-09-11,,Premier League,Matchweek 4,Sun,Away,D,1,1,Fulham,,"24,856",,4-5-1,Howard Webb,https://fbref.com/en/matches/3b8a527b/Fulham-Blackburn-Rovers-September-11-2011-Premier-League,
4,2011-09-17,,Premier League,Matchweek 5,Sat,Home,W,4,3,Arsenal,,"22,637",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/f627ef78/Blackburn-Rovers-Arsenal-September-17-2011-Premier-League,
5,2011-09-24,,Premier League,Matchweek 6,Sat,Away,L,1,3,Newcastle Utd,,"46,236",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/ccec3295/Newcastle-United-Blackburn-Rovers-September-24-2011-Premier-League,
6,2011-10-01,,Premier League,Matchweek 7,Sat,Home,L,0,4,Manchester City,,"24,760",,4-1-4-1,Phil Dowd,https://fbref.com/en/matches/b43f733b/Blackburn-Rovers-Manchester-City-October-1-2011-Premier-League,
7,2011-10-15,,Premier League,Matchweek 8,Sat,Away,D,1,1,QPR,,"16,487",,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/cc9eb896/Queens-Park-Rangers-Blackburn-Rovers-October-15-2011-Premier-League,
8,2011-10-23,,Premier League,Matchweek 9,Sun,Home,L,1,2,Tottenham,,"22,786",,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/843b5241/Blackburn-Rovers-Tottenham-Hotspur-October-23-2011-Premier-League,
9,2011-10-29,,Premier League,Matchweek 10,Sat,Away,D,3,3,Norwich City,,"26,440",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/d47ceaf9/Norwich-City-Blackburn-Rovers-October-29-2011-Premier-League,
