,num,joueur
0,,Roger Johnson
1,,Lee Bowyer
2,,Stephen Carr
3,,Martin Jiránek
4,,Sebastian Larsson
5,,Liam Ridgewell
6,,Cameron Jerome
7,,Barry Ferguson
8,,Jean Beausejour
9,,
10,,Colin Doyle
