,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Patrick Bamford,9.0,eng ENG,FW,27-106,90,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,40.0
1,Jack Harrison,22.0,eng ENG,"RM,LM",24-030,90,0,0,0,0,0,1,10,0,2,0,0,0,6,2,3,40.0
2,Mateusz Klich,43.0,pl POL,CM,30-190,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
3,Jamie Shackleton,46.0,eng ENG,RB,21-073,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
4,Rodrigo,20.0,es ESP,CM,29-289,90,0,0,0,1,0,0,3,2,0,0,0,0,7,0,2,0.0
5,Raphinha,18.0,br BRA,"LM,RM",24-006,90,0,0,0,1,0,2,13,0,0,0,0,0,8,0,0,
6,Kalvin Phillips,23.0,eng ENG,DM,25-018,45,0,0,0,1,0,0,3,2,0,0,0,0,0,2,0,100.0
7,Pascal Struijk,21.0,nl NED,DM,21-131,45,0,0,0,2,0,0,0,2,0,0,1,0,6,1,2,33.3
8,Ezgjan Alioski,10.0,mk MKD,LB,28-312,90,0,0,0,1,2,0,2,1,0,0,0,0,4,0,1,0.0
9,Liam Cooper,6.0,sct SCO,CB,29-112,71,0,0,0,0,0,0,0,2,1,0,0,0,7,4,1,80.0
10,Leif Davis,24.0,eng ENG,CB,20-343,19,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0.0
11,Luke Ayling,2.0,eng ENG,CB,29-117,90,0,0,0,0,1,0,0,1,3,0,0,0,8,4,2,66.7
12,Stuart Dallas,15.0,nir NIR,"CM,RB",29-245,90,0,0,0,0,2,0,3,1,2,0,0,0,5,2,1,66.7
13,Illan Meslier,1.0,fr FRA,GK,20-293,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
14,14 Players,,,,,990,0,0,0,6,5,4,35,13,9,0,1,0,58,18,17,51.4
