,num,joueur
0,,Richard Kingson
1,,Elliot Grandin
2,,DJ Campbell
3,,David Vaughan
4,,Charlie Adam
5,,Craig Cathcart
6,,Ian Evatt
7,,Gary Taylor-Fletcher
8,,Neal Eardley
9,,Luke Varney
10,,Alex Baptiste
