,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-15,,Premier League,Matchweek 1,Mon,Home,W,4,0,Swansea City,,"46,802",,4-3-3,Mike Dean,https://fbref.com/en/matches/b97322f9/Manchester-City-Swansea-City-August-15-2011-Premier-League,
1,2011-08-21,,Premier League,Matchweek 2,Sun,Away,W,3,2,Bolton,,"24,273",,4-3-3,Mike Jones,https://fbref.com/en/matches/83855b59/Bolton-Wanderers-Manchester-City-August-21-2011-Premier-League,
2,2011-08-28,,Premier League,Matchweek 3,Sun,Away,W,5,1,Tottenham,,"36,150",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/ce1de45e/Tottenham-Hotspur-Manchester-City-August-28-2011-Premier-League,
3,2011-09-10,,Premier League,Matchweek 4,Sat,Home,W,3,0,Wigan Athletic,,"46,509",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/7417e847/Manchester-City-Wigan-Athletic-September-10-2011-Premier-League,
5,2011-09-18,,Premier League,Matchweek 5,Sun,Away,D,2,2,Fulham,,"24,750",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/3e783409/Fulham-Manchester-City-September-18-2011-Premier-League,
6,2011-09-24,,Premier League,Matchweek 6,Sat,Home,W,2,0,Everton,,"47,293",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/e6dfd561/Manchester-City-Everton-September-24-2011-Premier-League,
8,2011-10-01,,Premier League,Matchweek 7,Sat,Away,W,4,0,Blackburn,,"24,760",,4-5-1,Phil Dowd,https://fbref.com/en/matches/b43f733b/Blackburn-Rovers-Manchester-City-October-1-2011-Premier-League,
9,2011-10-15,,Premier League,Matchweek 8,Sat,Home,W,4,1,Aston Villa,,"47,019",,4-3-3,Anthony Taylor,https://fbref.com/en/matches/f6d50a96/Manchester-City-Aston-Villa-October-15-2011-Premier-League,
11,2011-10-23,,Premier League,Matchweek 9,Sun,Away,W,6,1,Manchester Utd,,"75,487",,4-4-1-1,Mark Clattenburg,https://fbref.com/en/matches/daeb68eb/Manchester-Derby-Manchester-United-Manchester-City-October-23-2011-Premier-League,
12,2011-10-29,,Premier League,Matchweek 10,Sat,Home,W,3,1,Wolves,,"47,142",,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/1325ba4f/Manchester-City-Wolverhampton-Wanderers-October-29-2011-Premier-League,
14,2011-11-05,,Premier League,Matchweek 11,Sat,Away,W,3,2,QPR,,"18,076",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/eb7fcd79/Queens-Park-Rangers-Manchester-City-November-5-2011-Premier-League,
15,2011-11-19,,Premier League,Matchweek 12,Sat,Home,W,3,1,Newcastle Utd,,"47,408",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/f6d45a20/Manchester-City-Newcastle-United-November-19-2011-Premier-League,
17,2011-11-27,,Premier League,Matchweek 13,Sun,Away,D,1,1,Liverpool,,"45,071",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/9a50a732/Liverpool-Manchester-City-November-27-2011-Premier-League,
18,2011-12-03,,Premier League,Matchweek 14,Sat,Home,W,5,1,Norwich City,,"47,201",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/e497416d/Manchester-City-Norwich-City-December-3-2011-Premier-League,
20,2011-12-12,,Premier League,Matchweek 15,Mon,Away,L,1,2,Chelsea,,"41,730",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/81122a47/Chelsea-Manchester-City-December-12-2011-Premier-League,
21,2011-12-18,,Premier League,Matchweek 16,Sun,Home,W,1,0,Arsenal,,"47,303",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/ada3b35f/Manchester-City-Arsenal-December-18-2011-Premier-League,
22,2011-12-21,,Premier League,Matchweek 17,Wed,Home,W,3,0,Stoke City,,"46,321",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/a69b7a7d/Manchester-City-Stoke-City-December-21-2011-Premier-League,
23,2011-12-26,,Premier League,Matchweek 18,Mon,Away,D,0,0,West Brom,,"25,938",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/400f502e/West-Bromwich-Albion-Manchester-City-December-26-2011-Premier-League,
24,2012-01-01,,Premier League,Matchweek 19,Sun,Away,L,0,1,Sunderland,,"40,625",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/babdfde1/Sunderland-Manchester-City-January-1-2012-Premier-League,
25,2012-01-03,,Premier League,Matchweek 20,Tue,Home,W,3,0,Liverpool,,"47,131",,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/b144a242/Manchester-City-Liverpool-January-3-2012-Premier-League,
26,2012-01-16,,Premier League,Matchweek 21,Mon,Away,W,1,0,Wigan Athletic,,"16,026",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/4bdb9849/Wigan-Athletic-Manchester-City-January-16-2012-Premier-League,
27,2012-01-22,,Premier League,Matchweek 22,Sun,Home,W,3,2,Tottenham,,"47,422",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/7d795bf1/Manchester-City-Tottenham-Hotspur-January-22-2012-Premier-League,
28,2012-01-31,,Premier League,Matchweek 23,Tue,Away,L,0,1,Everton,,"29,856",,4-4-1-1,Peter Walton,https://fbref.com/en/matches/92b86597/Everton-Manchester-City-January-31-2012-Premier-League,
29,2012-02-04,,Premier League,Matchweek 24,Sat,Home,W,3,0,Fulham,,"46,963",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/72c2d84a/Manchester-City-Fulham-February-4-2012-Premier-League,
30,2012-02-12,,Premier League,Matchweek 25,Sun,Away,W,1,0,Aston Villa,,"35,132",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/08193d91/Aston-Villa-Manchester-City-February-12-2012-Premier-League,
33,2012-02-25,,Premier League,Matchweek 26,Sat,Home,W,3,0,Blackburn,,"46,782",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/09ac0434/Manchester-City-Blackburn-Rovers-February-25-2012-Premier-League,
34,2012-03-03,,Premier League,Matchweek 27,Sat,Home,W,2,0,Bolton,,"47,219",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/d6fd3b6c/Manchester-City-Bolton-Wanderers-March-3-2012-Premier-League,
36,2012-03-11,,Premier League,Matchweek 28,Sun,Away,L,0,1,Swansea City,,"20,510",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/8eaed78f/Swansea-City-Manchester-City-March-11-2012-Premier-League,
38,2012-03-21,,Premier League,Matchweek 29,Wed,Home,W,2,1,Chelsea,,"46,324",,4-4-1-1,Mike Dean,https://fbref.com/en/matches/1f70c097/Manchester-City-Chelsea-March-21-2012-Premier-League,
39,2012-03-24,,Premier League,Matchweek 30,Sat,Away,D,1,1,Stoke City,,"27,535",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/8dde5cb3/Stoke-City-Manchester-City-March-24-2012-Premier-League,
40,2012-03-31,,Premier League,Matchweek 31,Sat,Home,D,3,3,Sunderland,,"47,007",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/eb488c88/Manchester-City-Sunderland-March-31-2012-Premier-League,
41,2012-04-08,,Premier League,Matchweek 32,Sun,Away,L,0,1,Arsenal,,"60,096",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/8fea7b45/Arsenal-Manchester-City-April-8-2012-Premier-League,
