,num,joueur
0,,Jack Butland
1,,Marko Arnautović
2,,Jonathan Walters
3,,Geoff Cameron
4,,Erik Pieters
5,,Ryan Shawcross
6,,Peter Crouch
7,,Charlie Adam
8,,Marc Wilson
9,,Steven Nzonzi
10,,Glenn Whelan
