,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Ashley Barnes,10.0,eng ENG,FW,31-083,90,16,15,0,0,0,0,0,0,0,0,0,0,8,1,0
1,Chris Wood,9.0,nz NZL,FW,29-045,90,21,21,0,0,0,0,0,0,0,0,0,0,15,0,0
2,Dwight McNeil,11.0,eng ENG,LM,21-060,90,31,26,3,3,1,1,5,0,0,0,0,0,19,2,0
3,Josh Brownhill,8.0,eng ENG,CM,25-033,90,27,26,1,1,0,0,1,0,0,0,0,0,17,0,0
4,Ashley Westwood,18.0,eng ENG,CM,30-295,90,37,34,3,2,0,0,1,0,0,0,0,0,30,0,0
5,Robbie Brady,12.0,ie IRL,RM,29-007,64,25,24,1,1,1,0,3,0,0,0,0,0,14,0,2
6,Jóhann Berg Guðmundsson,7.0,is ISL,RM,30-086,26,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
7,Charlie Taylor,3.0,eng ENG,LB,27-125,48,18,17,1,0,0,0,0,1,0,0,0,0,16,0,1
8,Erik Pieters,23.0,nl NED,LB,32-167,42,10,8,2,0,0,0,0,2,0,0,0,0,7,0,0
9,Ben Mee,6.0,eng ENG,CB,31-122,90,22,21,1,1,0,0,0,0,0,0,0,0,17,0,0
10,James Tarkowski,5.0,eng ENG,CB,28-063,90,18,17,1,1,0,0,0,0,0,0,0,0,12,0,0
11,Matthew Lowton,2.0,eng ENG,RB,31-226,90,26,21,3,0,0,1,0,3,0,0,0,0,13,2,1
12,Nick Pope,1.0,eng ENG,GK,28-277,90,41,23,17,2,0,0,0,0,0,0,0,0,18,1,0
13,13 Players,,,,,990,300,261,33,11,2,2,10,6,0,0,0,0,192,6,4
