,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-039,77,0,0,0,,,,0,0,,,,,,,0,,
1,Nathan Delfouneso,,eng ENG,"FW,MF",19-292,13,0,0,0,,,,0,0,,,,,,,0,,
2,Stewart Downing,,eng ENG,"FW,MF",26-122,90,0,0,0,,,,0,0,,,,,,,0,,
3,Ashley Young,,eng ENG,"DF,FW",25-135,90,0,0,0,,,,0,0,,,,,,,0,,
4,Barry Bannan,,sct SCO,MF,20-355,90,0,0,0,,,,0,0,,,,,,,0,,
5,Stephen Ireland,,ie IRL,MF,24-091,68,0,0,0,,,,0,0,,,,,,,0,,
6,Robert Pirès,,fr FRA,"FW,MF",37-023,22,0,0,0,,,,0,0,,,,,,,0,,
7,Jonathan Hogg,,eng ENG,MF,21-350,80,0,0,0,,,,0,0,,,,,,,0,,
8,Chris Herd,,au AUS,"DF,MF",21-231,10,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Warnock,,eng ENG,DF,28-344,90,0,0,0,,,,0,0,,,,,,,0,,
10,Ciaran Clark,,ie IRL,"DF,MF",21-056,90,0,0,0,,,,1,0,,,,,,,0,,
11,Richard Dunne,,ie IRL,DF,31-061,90,0,0,0,,,,0,0,,,,,,,0,,
12,Luke Young,,eng ENG,DF,31-125,90,0,0,0,,,,0,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-187,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,1,0,,,,,,,0,,
