,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Jason Roberts,,gd GRN,FW,32-300,90,0,0,0,,,,0,0,,,,,,,0,,
1,David Dunn,,eng ENG,MF,30-329,90,0,0,0,,,,0,0,,,,,,,0,,
2,Junior Hoilett,,ca CAN,"FW,MF",20-169,63,0,0,0,,,,0,0,,,,,,,0,,
3,Mame Biram Diouf,,sn SEN,"FW,MF",22-340,27,0,0,0,,,,0,0,,,,,,,0,,
4,Morten Gamst Pedersen,,no NOR,"FW,MF",29-074,71,2,0,0,,,,0,0,,,,,,,0,,
5,Hérold Goulon,,fr FRA,"DF,MF",22-162,19,0,0,0,,,,0,0,,,,,,,0,,
6,Phil Jones,,eng ENG,"DF,MF",18-273,90,0,0,0,,,,0,0,,,,,,,0,,
7,El Hadji Diouf,,sn SEN,"FW,MF",29-310,90,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Givet,,fr FRA,DF,29-043,45,0,0,0,,,,0,0,,,,,,,0,,
9,Pascal Chimbonda,,fr FRA,DF,31-273,45,0,0,0,,,,0,0,,,,,,,0,,
10,Ryan Nelsen,,nz NZL,DF,33-034,90,0,1,0,,,,0,0,,,,,,,0,,
11,Christopher Samba,,cg CGO,DF,26-238,90,0,0,0,,,,0,0,,,,,,,0,,
12,Míchel Salgado,,es ESP,DF,35-030,90,0,0,0,,,,0,0,,,,,,,0,,
13,Paul Robinson,,eng ENG,GK,31-037,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,0,0,,,,,,,0,,
