,num,joueur
0,1,Ben Foster
1,2,Allan Nyom
2,5,Claudio Yacob
3,6,Jonny Evans
4,7,James Morrison
5,8,Jake Livermore
6,9,Salomón Rondón
7,11,Chris Brunt
8,22,Nacer Chadli
9,23,Gareth McAuley
10,25,Craig Dawson
