,num,joueur
0,,Jussi Jääskeläinen
1,,Nigel Reo-Coker
2,,Ivan Klasnić
3,,David Wheater
4,,Kevin Davies
5,,Mark Davies
6,,Zat Knight
7,,Gary Cahill
8,,Paul Robinson
9,,Chris Eagles
10,,Fabrice Muamba
