,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Rhian Brewster,24.0,eng ENG,FW,20-304,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,David McGoldrick,17.0,ie IRL,"AM,FW",33-062,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2,Oliver Burke,14.0,sct SCO,FW,23-298,77,1,0,0,1,0,0,0,,0,1,0,1,1,2,0,0
3,Billy Sharp,10.0,eng ENG,FW,34-360,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,John Fleck,4.0,sct SCO,"CM,LM",29-159,90,2,1,1,1,0,1,2,50.0,1,1,0,1,0,2,1,0
5,Oliver Norwood,16.0,nir NIR,CM,29-293,90,1,0,1,0,0,1,4,25.0,3,3,1,2,2,3,2,1
6,John Lundstram,7.0,eng ENG,"CM,RM",26-347,90,1,1,1,0,0,0,0,,0,2,1,1,0,1,0,0
7,Jayden Bogle,20.0,eng ENG,LB,20-187,90,6,4,5,1,0,5,8,62.5,3,0,0,0,2,8,2,0
8,Ethan Ampadu,22.0,wls WAL,CB,20-138,90,3,1,3,0,0,1,1,100.0,0,0,0,0,1,4,2,0
9,John Egan,12.0,ie IRL,CB,28-102,90,1,0,1,0,0,0,0,,0,4,2,2,2,3,7,0
10,Chris Basham,6.0,eng ENG,CB,32-194,77,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,0
11,Oliver McBurnie,9.0,sct SCO,FW,24-240,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
12,George Baldock,2.0,gr GRE,RB,27-327,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-261,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,15,7,12,3,0,8,16,50.0,8,12,4,8,10,25,24,1
