,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Karlan Grant,29.0,eng ENG,FW,23-100,77,13,11,0,0,0,0,1,0,0,0,0,0,7,2,0
1,Charlie Austin,15.0,eng ENG,FW,31-175,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Grady Diangana,11.0,cd COD,"LW,LM",22-252,90,16,15,0,0,0,0,0,0,0,0,0,0,12,1,1
3,Callum Robinson,7.0,ie IRL,RW,25-329,72,26,25,1,0,0,0,4,1,0,0,0,0,12,0,3
4,Matheus Pereira,12.0,pt POR,"RW,RM",24-236,18,6,3,3,0,0,0,3,0,3,2,0,0,4,0,0
5,Conor Gallagher,18.0,eng ENG,CM,20-325,89,22,20,2,0,0,0,0,0,0,0,0,0,14,0,1
6,Branislav Ivanović,20.0,rs SRB,CB,36-309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Romaine Sawyers,19.0,kn SKN,CM,29-055,90,36,34,0,0,1,0,0,0,0,0,0,0,25,2,2
8,Matt Phillips,10.0,sct SCO,CM,29-289,90,26,26,0,0,0,0,0,0,0,0,0,0,12,0,2
9,Kieran Gibbs,3.0,eng ENG,LB,31-092,90,8,6,2,1,0,0,0,1,0,0,0,0,4,0,0
10,Dara O'Shea,27.0,ie IRL,CB,21-298,90,17,15,2,2,0,0,0,0,0,0,0,0,9,0,1
11,Semi Ajayi,6.0,ng NGA,CB,27-048,90,14,14,0,0,0,0,1,0,0,0,0,0,9,0,1
12,Darnell Furlong,2.0,eng ENG,RB,25-057,90,32,19,13,0,0,0,5,13,0,0,0,0,14,0,0
13,Sam Johnstone,1.0,eng ENG,GK,27-277,90,31,10,21,6,0,0,0,0,0,0,0,0,8,0,0
14,14 Players,,,,,990,248,199,44,9,1,0,14,15,3,2,0,0,131,5,11
