,num,joueur
0,1,David de Gea
1,2,Victor Lindelöf
2,5,Harry Maguire
3,6,Paul Pogba
4,9,Anthony Martial
5,11,Mason Greenwood
6,17,Fred
7,18,Bruno Fernandes
8,23,Luke Shaw
9,29,Aaron Wan-Bissaka
10,31,Nemanja Matić
