,num,joueur
0,,Jake Livermore
1,,Gareth Bale
2,,Benoît Assou-Ekotto
3,,Michael Dawson
4,,Rafael van der Vaart
5,,Niko Kranjčar
6,,Younès Kaboul
7,,Aaron Lennon
8,,Kyle Walker
9,,
10,,Heurelho Gomes
