,num,joueur
0,,Nicky Shorey
1,,Jay Tabb
2,,Noel Hunt
3,,Jason Roberts
4,,Mikele Leigertwood
5,,Chris Gunter
6,,Jobi McAnuff
7,,Sean Morrison
8,,Garath McCleary
9,,
10,,Adam Federici
