,num,joueur
0,6,Jonny Evans
1,7,James Morrison
2,8,Craig Gardner
3,9,Salomón Rondón
4,11,Chris Brunt
5,14,James McClean
6,23,Gareth McAuley
7,24,Darren Fletcher
8,25,Craig Dawson
9,,
10,21,Anders Lindegaard
