,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Žigić,,rs SRB,FW,30-130,90,1,0,0,,,,0,0,,,,,,,0,,
1,Cameron Jerome,,eng ENG,FW,24-172,69,0,0,0,,,,0,0,,,,,,,0,,
2,Kevin Phillips,,eng ENG,FW,37-192,21,0,0,0,,,,0,0,,,,,,,0,,
3,Lee Bowyer,,eng ENG,MF,34-030,74,0,0,0,,,,0,0,,,,,,,0,,
4,Jean Beausejour,,cl CHI,"DF,FW",26-246,16,0,0,0,,,,0,0,,,,,,,0,,
5,Craig Gardner,,eng ENG,MF,24-069,90,1,0,1,,,,0,0,,,,,,,0,,
6,Barry Ferguson,,sct SCO,MF,33-000,90,0,0,0,,,,0,0,,,,,,,0,,
7,David Bentley,,eng ENG,MF,26-159,90,0,1,0,,,,0,0,,,,,,,0,,
8,Liam Ridgewell,,eng ENG,DF,26-196,90,0,0,0,,,,0,0,,,,,,,0,,
9,Roger Johnson,,eng ENG,DF,27-280,90,0,0,0,,,,0,0,,,,,,,0,,
10,Martin Jiránek,,cz CZE,DF,31-253,90,0,0,0,,,,0,0,,,,,,,0,,
11,Stephen Carr,,ie IRL,DF,34-157,90,0,0,0,,,,0,0,,,,,,,0,,
12,Ben Foster,,eng ENG,GK,27-305,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,2,1,1,,,,0,0,,,,,,,0,,
