,num,joueur
0,,Lars Jacobsen
1,,Demba Ba
2,,Wayne Bridge
3,,Scott Parker
4,,Luís Boa Morte
5,,Winston Reid
6,,Carlton Cole
7,,Manuel da Costa
8,,Gary O'Neil
9,,
10,,Ruud Boffin
