,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Demarai Gray,11.0,jm JAM,"LW,FW",25-126,89,29,24,5,2,0,0,2,1,2,2,0,0,22,0,2
1,Salomón Rondón,33.0,ve VEN,FW,32-046,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Richarlison,7.0,br BRA,FW,24-175,90,14,13,1,0,0,0,1,0,0,0,0,0,8,0,0
3,Alex Iwobi,17.0,ng NGA,"RW,LM",25-182,77,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0
4,Anthony Gordon,24.0,eng ENG,"RW,RM",20-250,13,12,12,0,0,0,0,2,0,0,0,0,0,9,0,0
5,Allan,6.0,br BRA,CM,30-297,90,49,44,3,0,0,0,0,2,0,0,0,0,33,2,2
6,Jean-Philippe Gbamin,25.0,ci CIV,CM,26-037,45,16,15,1,1,0,1,0,0,0,0,0,0,13,0,0
7,Fabian Delph,8.0,eng ENG,CM,31-345,45,29,29,0,0,1,0,0,0,0,0,0,0,22,0,1
8,Andros Townsend,14.0,eng ENG,"CM,RM,LM",30-108,90,33,27,6,3,0,0,7,1,1,1,0,0,24,0,0
9,Ben Godfrey,22.0,eng ENG,LB,23-290,90,34,28,6,1,0,0,1,5,0,0,0,0,25,0,1
10,Mason Holgate,4.0,eng ENG,CB,25-010,90,44,41,3,1,0,2,0,2,0,0,0,0,31,0,0
11,Michael Keane,5.0,eng ENG,CB,28-294,90,51,50,1,1,0,0,0,0,0,0,0,0,45,0,0
12,Séamus Coleman,23.0,ie IRL,RB,33-021,90,54,45,9,0,0,0,1,9,0,0,0,0,40,0,1
13,Jordan Pickford,1.0,eng ENG,GK,27-239,90,25,18,7,2,0,0,0,0,0,0,0,0,10,0,0
14,14 Players,,,,,990,411,367,42,11,1,3,14,20,3,3,0,0,301,2,7
