,num,joueur
0,1,Dean Henderson
1,4,Joe Worrall
2,5,Orel Mangala
3,10,Morgan Gibbs-White
4,20,Brennan Johnson
5,22,Ryan Yates
6,23,Remo Freuler
7,24,Serge Aurier
8,26,Scott McKenna
9,31,Gustavo Scarpa
10,32,Renan Lodi
