,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Morgan Gibbs-White,10.0,eng ENG,"FW,RW,AM",22-352,90,0,0,0,1,1,1,6,1,0,0,0,0,2,2,2,50.0
1,Brennan Johnson,20.0,wls WAL,FW,21-236,85,1,0,0,2,0,0,2,0,1,0,0,0,3,1,0,100.0
2,Neco Williams,7.0,wls WAL,RW,21-276,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
3,Gustavo Scarpa,31.0,br BRA,AM,29-009,54,0,0,0,1,3,0,0,0,1,0,0,0,7,1,0,100.0
4,Sam Surridge,16.0,eng ENG,"LW,FW",24-170,36,0,0,0,2,1,1,0,0,0,0,0,0,2,3,1,75.0
5,Orel Mangala,5.0,be BEL,LM,24-302,69,0,0,0,0,1,0,1,1,1,0,0,0,5,0,0,
6,Lewis O'Brien,14.0,eng ENG,"LM,LW",24-092,21,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,
7,Remo Freuler,23.0,ch SUI,"CM,DM",30-274,90,0,0,0,1,0,0,1,1,1,0,0,0,12,0,1,0.0
8,Ryan Yates,22.0,eng ENG,RM,25-054,45,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,100.0
9,Jack Colback,8.0,eng ENG,"RM,DM",33-082,45,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,
10,Renan Lodi,32.0,br BRA,LB,24-281,90,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0.0
11,Scott McKenna,26.0,sct SCO,CB,26-063,90,0,0,0,0,0,0,0,1,0,0,0,0,4,2,5,28.6
12,Joe Worrall,4.0,eng ENG,CB,26-004,90,0,0,0,1,0,0,1,1,0,0,0,0,7,1,0,100.0
13,Serge Aurier,24.0,ci CIV,RB,30-021,90,0,0,0,0,1,0,4,2,2,0,0,0,13,1,1,50.0
14,Dean Henderson,1.0,eng ENG,GK,25-308,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,15 Players,,,,,990,1,0,0,11,11,2,19,9,6,0,0,0,62,13,11,54.2
