,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Home,D,1,1,Watford,64,"31,488",Steven Davis,4-1-2-1-2◆,Roger East,https://fbref.com/en/matches/56319719/Southampton-Watford-August-13-2016-Premier-League,
1,2016-08-19,20:00 ,Premier League,Matchweek 2,Fri,Away,L,0,2,Manchester Utd,57,"75,326",Steven Davis,4-1-2-1-2◆,Anthony Taylor,https://fbref.com/en/matches/f85bb62d/Manchester-United-Southampton-August-19-2016-Premier-League,
2,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Home,D,1,1,Sunderland,64,"30,152",José Fonte,4-1-2-1-2◆,Lee Mason,https://fbref.com/en/matches/928fc62b/Southampton-Sunderland-August-27-2016-Premier-League,
3,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Away,L,1,2,Arsenal,43,"59,962",José Fonte,4-3-3,Robert Madley,https://fbref.com/en/matches/a8053d4d/Arsenal-Southampton-September-10-2016-Premier-League,
5,2016-09-18,14:15 ,Premier League,Matchweek 5,Sun,Home,W,1,0,Swansea City,53,"29,087",José Fonte,4-1-2-1-2◆,Mike Jones,https://fbref.com/en/matches/22f8d532/Southampton-Swansea-City-September-18-2016-Premier-League,
7,2016-09-25,16:00 ,Premier League,Matchweek 6,Sun,Away,W,3,0,West Ham,55,"56,864",José Fonte,4-1-2-1-2◆,Jonathan Moss,https://fbref.com/en/matches/2055592c/West-Ham-United-Southampton-September-25-2016-Premier-League,
9,2016-10-02,14:15 ,Premier League,Matchweek 7,Sun,Away,D,0,0,Leicester City,62,"31,563",José Fonte,4-1-2-1-2◆,Martin Atkinson,https://fbref.com/en/matches/6f257ae6/Leicester-City-Southampton-October-2-2016-Premier-League,
10,2016-10-16,16:00 ,Premier League,Matchweek 8,Sun,Home,W,3,1,Burnley,65,"29,040",José Fonte,4-1-2-1-2◆,Mike Dean,https://fbref.com/en/matches/3dc2b96f/Southampton-Burnley-October-16-2016-Premier-League,
12,2016-10-23,13:30 ,Premier League,Matchweek 9,Sun,Away,D,1,1,Manchester City,35,"53,731",José Fonte,4-3-1-2,Mark Clattenburg,https://fbref.com/en/matches/99cf5ad2/Manchester-City-Southampton-October-23-2016-Premier-League,
14,2016-10-30,16:00 ,Premier League,Matchweek 10,Sun,Home,L,0,2,Chelsea,55,"31,827",José Fonte,4-1-2-1-2◆,Mike Jones,https://fbref.com/en/matches/2919591b/Southampton-Chelsea-October-30-2016-Premier-League,
16,2016-11-06,14:15 ,Premier League,Matchweek 11,Sun,Away,L,1,2,Hull City,66,"17,768",José Fonte,4-3-3,Graham Scott,https://fbref.com/en/matches/f1ef05e1/Hull-City-Southampton-November-6-2016-Premier-League,
17,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Home,D,0,0,Liverpool,36,"31,848",José Fonte,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/b9139a9d/Southampton-Liverpool-November-19-2016-Premier-League,
19,2016-11-27,16:30 ,Premier League,Matchweek 13,Sun,Home,W,1,0,Everton,53,"31,132",José Fonte,4-3-3,Craig Pawson,https://fbref.com/en/matches/548c4fd4/Southampton-Everton-November-27-2016-Premier-League,
21,2016-12-03,15:00 ,Premier League,Matchweek 14,Sat,Away,L,0,3,Crystal Palace,58,"25,393",José Fonte,4-3-3,Niel Swarbrick,https://fbref.com/en/matches/172a9a1a/Crystal-Palace-Southampton-December-3-2016-Premier-League,
23,2016-12-11,14:15 ,Premier League,Matchweek 15,Sun,Home,W,1,0,Middlesbrough,55,"28,976",José Fonte,4-3-3,Stuart Attwell,https://fbref.com/en/matches/147f4bd9/Southampton-Middlesbrough-December-11-2016-Premier-League,
24,2016-12-14,20:00 ,Premier League,Matchweek 16,Wed,Away,D,0,0,Stoke City,71,"27,002",José Fonte,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f44e629b/Stoke-City-Southampton-December-14-2016-Premier-League,
25,2016-12-18,13:30 ,Premier League,Matchweek 17,Sun,Away,W,3,1,Bournemouth,53,"11,113",Virgil van Dijk,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/67d57e03/Bournemouth-Southampton-December-18-2016-Premier-League,
26,2016-12-28,19:45 ,Premier League,Matchweek 18,Wed,Home,L,1,4,Tottenham,34,"31,853",José Fonte,4-3-3,Mike Dean,https://fbref.com/en/matches/766a29a9/Southampton-Tottenham-Hotspur-December-28-2016-Premier-League,
27,2016-12-31,15:00 ,Premier League,Matchweek 19,Sat,Home,L,1,2,West Brom,68,"30,975",Virgil van Dijk,4-3-3,Mike Jones,https://fbref.com/en/matches/604d7487/Southampton-West-Bromwich-Albion-December-31-2016-Premier-League,
28,2017-01-02,15:00 ,Premier League,Matchweek 20,Mon,Away,L,0,3,Everton,46,"38,891",José Fonte,4-3-3,Kevin Friend,https://fbref.com/en/matches/6478604d/Everton-Southampton-January-2-2017-Premier-League,
31,2017-01-14,15:00 ,Premier League,Matchweek 21,Sat,Away,L,0,1,Burnley,59,"20,254",Virgil van Dijk,4-3-3,Paul Tierney,https://fbref.com/en/matches/634814eb/Burnley-Southampton-January-14-2017-Premier-League,
33,2017-01-22,12:00 ,Premier League,Matchweek 22,Sun,Home,W,3,0,Leicester City,60,"30,548",Virgil van Dijk,4-3-3,Michael Oliver,https://fbref.com/en/matches/10bfa507/Southampton-Leicester-City-January-22-2017-Premier-League,
36,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Away,L,1,2,Swansea City,57,"20,359",Steven Davis,4-3-3,Roger East,https://fbref.com/en/matches/f133a616/Swansea-City-Southampton-January-31-2017-Premier-League,
37,2017-02-04,15:00 ,Premier League,Matchweek 24,Sat,Home,L,1,3,West Ham,55,"31,891",Steven Davis,4-3-3,Graham Scott,https://fbref.com/en/matches/f9837b6c/Southampton-West-Ham-United-February-4-2017-Premier-League,
38,2017-02-11,15:00 ,Premier League,Matchweek 25,Sat,Away,W,4,0,Sunderland,54,"39,931",Steven Davis,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/d08accdc/Sunderland-Southampton-February-11-2017-Premier-League,
40,2017-03-04,15:00 ,Premier League,Matchweek 27,Sat,Away,W,4,3,Watford,63,"20,670",Steven Davis,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/e0eca321/Watford-Southampton-March-4-2017-Premier-League,
41,2017-03-19,14:15 ,Premier League,Matchweek 29,Sun,Away,L,1,2,Tottenham,49,"31,697",Steven Davis,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/a821687a/Tottenham-Hotspur-Southampton-March-19-2017-Premier-League,
42,2017-04-01,17:30 ,Premier League,Matchweek 30,Sat,Home,D,0,0,Bournemouth,61,"31,847",Steven Davis,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/2a16573d/Southampton-Bournemouth-April-1-2017-Premier-League,
43,2017-04-05,19:45 ,Premier League,Matchweek 31,Wed,Home,W,3,1,Crystal Palace,61,"29,968",Steven Davis,4-2-3-1,Roger East,https://fbref.com/en/matches/997a77b5/Southampton-Crystal-Palace-April-5-2017-Premier-League,
